Date,Year,Month,sst,rhum,slp,vwnd,cldc
1949-01-01,1949,1,25.81642892020089,81.777734375,1014.4861577181208,-3.508607573856581,4.426823353607382
1949-02-01,1949,2,25.695947584763072,81.17624421296296,1013.2098214285714,-2.460189139007763,3.7195845460580066
1949-03-01,1949,3,25.87659061316288,79.32614087301587,1013.1593528368794,-2.4799271704445425,3.7517591976950353
1949-04-01,1949,4,27.21709020813899,81.78798577724359,1013.0945601851852,-0.46193831714231576,2.909899063692748
1949-05-01,1949,5,28.326788463731752,79.6255649535124,1011.9770833333333,0.564965447075933,3.120588695729962
1949-06-01,1949,6,28.960633293030753,82.24043588789682,1009.9710996240601,2.193836183476269,3.8477191347064394
1949-07-01,1949,7,28.931197916666665,81.67495265151516,1010.1050955414013,1.5523582507090963,4.456026696855096
1949-08-01,1949,8,29.090859116307946,81.3890823143116,1009.6802491830065,1.346864687851052,4.4622277266142385
1949-09-01,1949,9,28.72986260775862,83.32158786147389,1009.4246323529412,0.5543886246219758,4.7659936044730395
1949-10-01,1949,10,28.563478331634965,82.2638554393797,1009.7451584507043,-0.22126565852635344,4.840696498325893
1949-11-01,1949,11,27.94993137668919,81.71059120124113,1011.8211570945946,-1.471012321678368,4.035118309227196
1949-12-01,1949,12,27.186561584472656,82.059953125,1011.3815307617188,-2.397052617036095,4.46044921875
1950-01-01,1950,1,26.61865780958489,80.16606404958678,1012.69921875,-2.709707951200181,4.1394007327782845
1950-02-01,1950,2,25.996198669938018,78.34854154497664,1012.883875,-2.4016127366286057,3.96587519682655
1950-03-01,1950,3,26.414720703125,80.42105102539062,1013.1345159774436,-2.0627587161847014,4.087091619318182
1950-04-01,1950,4,27.401395203637296,81.7882308959961,1011.0963541666666,-0.4543263449597715,3.146994519589552
1950-05-01,1950,5,28.47296905517578,80.00748208411655,1010.5775629496403,0.5169808367173448,4.291411481584821
1950-06-01,1950,6,28.89621604025901,81.92865668402777,1009.3932926829268,2.07648193359375,4.65038671875
1950-07-01,1950,7,29.033083089192708,81.66435215836864,1007.9782849409448,2.375749723179134,5.184903583829365
1950-08-01,1950,8,28.283785983248872,82.92772533275463,1007.8569504310345,1.9568083947446167,5.109233439469538
1950-09-01,1950,9,28.832018919665405,82.90838815789473,1007.8691037735849,0.5258679023155799,5.305647940005896
1950-10-01,1950,10,28.090939252804485,80.47102007949562,1010.6977982954545,-1.0372501984807372,4.423469312263258
1950-11-01,1950,11,27.55814484627016,80.55340786637932,1009.745018115942,-2.0247462430446266,3.7656820255474455
1950-12-01,1950,12,26.74131692102713,79.44028197216386,1012.0717176258993,-4.750430319806655,4.100716027030109
1951-01-01,1951,1,26.12698543772978,80.41235135508849,1013.2579241071429,-3.4877125331333705,4.18070068359375
1951-02-01,1951,2,25.998846905048076,81.6592987804878,1011.8266937022901,-2.4744345299283363,4.38720703125
1951-03-01,1951,3,26.57888303103147,79.87951832086267,1013.2062908496732,-2.5367292017718546,3.7434049907483553
1951-04-01,1951,4,27.532131419462317,84.59383945610686,1012.5815217391304,-1.0568829964900361,3.5311403136322466
1951-05-01,1951,5,28.13066930578859,82.86036512586806,1011.8491666666666,0.3611357625325521,3.6913216145833334
1951-06-01,1951,6,28.85826994243421,80.2914813701923,1010.4269701086956,1.5370938997742132,4.052464261968085
1951-07-01,1951,7,29.130754743303573,81.1447578125,1010.2690972222222,1.0642560133293493,4.332076798624067
1951-08-01,1951,8,28.665177582003547,82.45846354166666,1009.1910460992908,2.1815622749058066,5.44212646484375
1951-09-01,1951,9,29.31247922207447,81.25107201597744,1010.0176339285714,0.6990159800354864,4.042939521897007
1951-10-01,1951,10,29.13070816532258,82.10198479729729,1010.3851512738853,-0.09764128278015526,4.551908052884615
1951-11-01,1951,11,28.221585398706896,82.11819970346716,1011.6416952054794,-3.118080870745933,4.62067450161638
1951-12-01,1951,12,27.296296296296298,82.05878044577206,1012.887854609929,-3.8729771823747785,4.912751759197695
1952-01-01,1952,1,26.65721686154801,79.33505147971854,1014.467619243421,-3.2534848263389184,4.258532072368421
1952-02-01,1952,2,26.49457732724472,80.56164117907801,1013.9053758741259,-2.3361353380926726,3.7965365705818965
1952-03-01,1952,3,26.78706090590533,81.12607130363806,1012.8139613309353,-1.0677676852658498,3.442009525022645
1952-04-01,1952,4,27.716013234812063,81.36753771551724,1012.822131849315,-0.39164284484027184,3.462313717358733
1952-05-01,1952,5,28.53168023382867,83.0852819055944,1011.0730603448276,0.780546538683833,3.9856903698979593
1952-06-01,1952,6,29.363816122972327,82.18754842458678,1009.95625,1.6396966599326097,4.068451397235577
1952-07-01,1952,7,29.16780836564781,81.54055304276316,1009.0018318965517,2.6382780930091596,5.160673154633621
1952-08-01,1952,8,28.99926919495033,82.96437840813758,1008.5804893092105,1.8918440969366777,5.357498468137255
1952-09-01,1952,9,29.118984941123188,81.63699363425926,1009.21875,0.5905575222439237,4.7409617106119795
1952-10-01,1952,10,28.979791891163792,84.55835139142336,1009.7472363945578,-0.36482820056733634,5.1080916121199325
1952-11-01,1952,11,28.078118658685064,82.50257225285948,1010.5175540123457,-2.0093197292751737,4.05615234375
