ID,Name,Date,Time,Event,Status,Latitude,Longitude,Maximum Wind,Minimum Pressure,Low Wind NE,Low Wind SE,Low Wind SW,Low Wind NW,Moderate Wind NE,Moderate Wind SE,Moderate Wind SW,Moderate Wind NW,High Wind NE,High Wind SE,High Wind SW,High Wind NW,Year,Month,Day,Duration
AL011951,UNNAMED,1951-01-02,1200,,EX,30.5,-58.0,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,1,2,10
AL011951,UNNAMED,1951-01-02,1800,,EX,29.9,-56.8,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,1,2,10
AL011951,UNNAMED,1951-01-03,0,,EX,29.0,-55.7,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,1,3,10
AL011951,UNNAMED,1951-01-03,600,,EX,27.5,-54.8,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,1,3,10
AL011951,UNNAMED,1951-01-03,1200,,EX,26.5,-54.5,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,1,3,10
AL011951,UNNAMED,1951-01-03,1800,,EX,26.1,-55.2,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,1,3,10
AL011951,UNNAMED,1951-01-04,0,,EX,25.8,-56.1,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,1,4,10
AL011951,UNNAMED,1951-01-04,600,,EX,25.5,-57.0,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,1,4,10
AL011951,UNNAMED,1951-01-04,1200,,EX,25.1,-57.9,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,1,4,10
AL011951,UNNAMED,1951-01-04,1800,,TS,24.0,-58.9,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,1,4,10
AL011951,UNNAMED,1951-01-05,0,,TS,22.7,-60.0,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,1,5,10
AL011951,UNNAMED,1951-01-05,600,,TS,22.1,-60.7,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,1,5,10
AL011951,UNNAMED,1951-01-05,1200,,TS,21.7,-61.1,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,1,5,10
AL011951,UNNAMED,1951-01-05,1800,,TS,21.5,-61.3,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,1,5,10
AL011951,UNNAMED,1951-01-06,0,,TS,21.3,-61.5,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,1,6,10
AL011951,UNNAMED,1951-01-06,600,,TS,21.0,-61.7,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,1,6,10
AL011951,UNNAMED,1951-01-06,1200,,TS,20.7,-62.0,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,1,6,10
AL011951,UNNAMED,1951-01-06,1800,,TS,20.3,-62.4,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,1,6,10
AL011951,UNNAMED,1951-01-07,0,,TS,20.2,-62.9,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,1,7,10
AL011951,UNNAMED,1951-01-07,600,,TS,20.2,-63.7,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,1,7,10
AL011951,UNNAMED,1951-01-07,1200,,TS,20.6,-64.5,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,1,7,10
AL011951,UNNAMED,1951-01-07,1800,,TS,21.0,-65.2,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,1,7,10
AL011951,UNNAMED,1951-01-08,0,,TS,21.3,-65.8,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,1,8,10
AL011951,UNNAMED,1951-01-08,600,,TS,21.6,-66.2,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,1,8,10
AL011951,UNNAMED,1951-01-08,1200,,TS,21.9,-66.5,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,1,8,10
AL011951,UNNAMED,1951-01-08,1800,,TS,22.3,-66.5,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,1,8,10
AL011951,UNNAMED,1951-01-09,0,,TS,23.0,-66.1,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,1,9,10
AL011951,UNNAMED,1951-01-09,600,,TS,24.3,-65.5,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,1,9,10
AL011951,UNNAMED,1951-01-09,1200,,TS,26.0,-64.9,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,1,9,10
AL011951,UNNAMED,1951-01-09,1800,,TS,27.5,-64.2,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,1,9,10
AL011951,UNNAMED,1951-01-10,0,,EX,28.9,-63.4,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,1,10,10
AL011951,UNNAMED,1951-01-10,600,,EX,30.6,-62.1,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,1,10,10
AL011951,UNNAMED,1951-01-10,1200,,EX,32.6,-60.5,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,1,10,10
AL011951,UNNAMED,1951-01-10,1800,,EX,34.2,-58.8,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,1,10,10
AL011951,UNNAMED,1951-01-11,0,,EX,35.2,-57.2,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,1,11,10
AL011951,UNNAMED,1951-01-11,600,,EX,37.0,-55.5,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,1,11,10
AL011951,UNNAMED,1951-01-11,1200,,EX,39.0,-53.5,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,1,11,10
AL011951,UNNAMED,1951-01-11,1800,,EX,41.3,-50.7,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,1,11,10
AL011951,UNNAMED,1951-01-12,0,,EX,42.5,-48.0,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,1,12,10
AL011951,UNNAMED,1951-01-12,600,,EX,43.6,-45.0,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,1,12,10
AL011951,UNNAMED,1951-01-12,1200,,EX,44.7,-41.0,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,1,12,10
AL021951,ABLE,1951-05-16,0,,TD,32.0,-68.0,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,5,16,8
AL021951,ABLE,1951-05-16,600,,TD,31.9,-70.8,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,5,16,8
AL021951,ABLE,1951-05-16,1200,,TS,31.6,-73.8,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,5,16,8
AL021951,ABLE,1951-05-16,1800,,TS,30.6,-76.4,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,5,16,8
AL021951,ABLE,1951-05-17,0,,TS,29.4,-77.5,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,5,17,8
AL021951,ABLE,1951-05-17,600,,TS,28.8,-78.4,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,5,17,8
AL021951,ABLE,1951-05-17,1200,,HU,28.2,-78.8,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,5,17,8
AL021951,ABLE,1951-05-17,1800,,HU,27.5,-78.9,70,983,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,5,17,8
AL021951,ABLE,1951-05-18,0,,HU,27.1,-78.6,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,5,18,8
AL021951,ABLE,1951-05-18,600,,HU,26.9,-78.3,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,5,18,8
AL021951,ABLE,1951-05-18,1200,L,HU,27.0,-77.9,75,982,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,5,18,8
AL021951,ABLE,1951-05-18,1800,,HU,27.2,-77.5,70,985,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,5,18,8
AL021951,ABLE,1951-05-19,0,,HU,27.4,-77.2,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,5,19,8
AL021951,ABLE,1951-05-19,600,,HU,27.7,-76.9,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,5,19,8
AL021951,ABLE,1951-05-19,1200,,HU,28.1,-76.6,75,982,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,5,19,8
AL021951,ABLE,1951-05-19,1800,,HU,28.7,-76.3,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,5,19,8
AL021951,ABLE,1951-05-20,0,,HU,29.5,-76.0,75,980,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,5,20,8
AL021951,ABLE,1951-05-20,600,,HU,30.5,-75.7,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,5,20,8
AL021951,ABLE,1951-05-20,1200,,HU,31.4,-75.4,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,5,20,8
AL021951,ABLE,1951-05-20,1800,,HU,32.4,-75.2,75,979,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,5,20,8
AL021951,ABLE,1951-05-21,0,,HU,33.5,-75.0,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,5,21,8
AL021951,ABLE,1951-05-21,600,,HU,34.7,-74.6,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,5,21,8
AL021951,ABLE,1951-05-21,1200,,HU,35.6,-74.2,75,978,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,5,21,8
AL021951,ABLE,1951-05-21,1800,,HU,36.1,-73.8,75,976,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,5,21,8
AL021951,ABLE,1951-05-22,0,,HU,36.3,-73.2,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,5,22,8
AL021951,ABLE,1951-05-22,600,,HU,36.5,-72.3,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,5,22,8
AL021951,ABLE,1951-05-22,1200,,HU,36.6,-71.1,80,973,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,5,22,8
AL021951,ABLE,1951-05-22,1800,,HU,36.7,-69.9,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,5,22,8
AL021951,ABLE,1951-05-23,0,,HU,36.8,-68.7,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,5,23,8
AL021951,ABLE,1951-05-23,600,,HU,37.0,-67.0,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,5,23,8
AL021951,ABLE,1951-05-23,1200,,HU,37.3,-65.0,75,984,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,5,23,8
AL021951,ABLE,1951-05-23,1800,,HU,37.6,-63.5,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,5,23,8
AL021951,ABLE,1951-05-24,0,,TS,38.0,-62.2,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,5,24,8
AL021951,ABLE,1951-05-24,600,,TS,38.7,-61.2,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,5,24,8
AL021951,ABLE,1951-05-24,1200,,TS,39.7,-60.0,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,5,24,8
AL021951,ABLE,1951-05-24,1800,,TS,40.5,-58.7,35,994,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,5,24,8
AL031951,BAKER,1951-08-02,600,,TD,20.9,-52.9,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,2,3
AL031951,BAKER,1951-08-02,1200,,TS,21.8,-53.9,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,2,3
AL031951,BAKER,1951-08-02,1800,,TS,22.7,-54.9,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,2,3
AL031951,BAKER,1951-08-03,0,,TS,23.7,-55.9,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,3,3
AL031951,BAKER,1951-08-03,600,,TS,25.0,-56.9,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,3,3
AL031951,BAKER,1951-08-03,1200,,TS,26.4,-57.9,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,3,3
AL031951,BAKER,1951-08-03,1800,,TS,27.7,-58.9,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,3,3
AL031951,BAKER,1951-08-04,0,,TS,29.0,-59.8,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,4,3
AL031951,BAKER,1951-08-04,600,,TS,30.4,-60.5,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,4,3
AL031951,BAKER,1951-08-04,1200,,TS,31.9,-60.8,45,999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,4,3
AL031951,BAKER,1951-08-04,1800,,TS,33.6,-60.9,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,4,3
AL031951,BAKER,1951-08-05,0,,TS,35.3,-60.0,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,5,3
AL031951,BAKER,1951-08-05,600,,TS,37.0,-58.8,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,5,3
AL031951,BAKER,1951-08-05,1200,,TS,38.8,-57.5,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,5,3
AL031951,BAKER,1951-08-05,1800,,TS,40.6,-56.1,50,996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,5,3
AL041951,CHARLIE,1951-08-12,0,,TD,12.1,-44.1,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,12,11
AL041951,CHARLIE,1951-08-12,600,,TD,12.1,-45.3,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,12,11
AL041951,CHARLIE,1951-08-12,1200,,TD,12.2,-46.2,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,12,11
AL041951,CHARLIE,1951-08-12,1800,,TD,12.4,-46.9,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,12,11
AL041951,CHARLIE,1951-08-13,0,,TD,12.6,-47.6,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,13,11
AL041951,CHARLIE,1951-08-13,600,,TD,12.7,-48.4,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,13,11
AL041951,CHARLIE,1951-08-13,1200,,TD,12.8,-49.2,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,13,11
AL041951,CHARLIE,1951-08-13,1800,,TD,12.9,-50.0,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,13,11
AL041951,CHARLIE,1951-08-14,0,,TS,13.0,-50.8,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,14,11
AL041951,CHARLIE,1951-08-14,600,,TS,13.2,-51.6,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,14,11
AL041951,CHARLIE,1951-08-14,1200,,TS,13.4,-52.4,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,14,11
AL041951,CHARLIE,1951-08-14,1800,,TS,13.6,-53.6,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,14,11
AL041951,CHARLIE,1951-08-15,0,,TS,13.8,-55.3,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,15,11
AL041951,CHARLIE,1951-08-15,600,,TS,14.1,-57.1,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,15,11
AL041951,CHARLIE,1951-08-15,1200,,TS,14.4,-58.9,55,999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,15,11
AL041951,CHARLIE,1951-08-15,1800,,TS,14.8,-60.7,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,15,11
AL041951,CHARLIE,1951-08-16,0,,TS,15.2,-62.6,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,16,11
AL041951,CHARLIE,1951-08-16,600,,HU,15.6,-64.6,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,16,11
AL041951,CHARLIE,1951-08-16,1200,,HU,15.9,-66.7,65,992,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,16,11
AL041951,CHARLIE,1951-08-16,1800,,HU,16.2,-68.6,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,16,11
AL041951,CHARLIE,1951-08-17,0,,HU,16.3,-70.2,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,17,11
AL041951,CHARLIE,1951-08-17,600,,HU,16.4,-71.7,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,17,11
AL041951,CHARLIE,1951-08-17,1200,,HU,16.6,-73.1,85,978,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,17,11
AL041951,CHARLIE,1951-08-17,1800,,HU,17.1,-74.6,95,971,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,17,11
AL041951,CHARLIE,1951-08-18,0,,HU,17.6,-76.2,110,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,18,11
AL041951,CHARLIE,1951-08-18,300,L,HU,17.9,-76.9,110,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,18,11
AL041951,CHARLIE,1951-08-18,600,,HU,18.1,-77.8,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,18,11
AL041951,CHARLIE,1951-08-18,1200,,HU,18.3,-79.4,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,18,11
AL041951,CHARLIE,1951-08-18,1800,,HU,18.6,-80.9,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,18,11
AL041951,CHARLIE,1951-08-19,0,,HU,18.9,-82.2,80,982,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,19,11
AL041951,CHARLIE,1951-08-19,600,,HU,19.2,-83.4,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,19,11
AL041951,CHARLIE,1951-08-19,1200,,HU,19.4,-84.5,85,976,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,19,11
AL041951,CHARLIE,1951-08-19,1800,,HU,19.8,-85.6,100,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,19,11
AL041951,CHARLIE,1951-08-20,0,,HU,20.2,-86.7,115,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,20,11
AL041951,CHARLIE,1951-08-20,200,L,HU,20.3,-87.0,115,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,20,11
AL041951,CHARLIE,1951-08-20,300,L,HU,20.4,-87.3,115,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,20,11
AL041951,CHARLIE,1951-08-20,600,,HU,20.6,-87.9,90,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,20,11
AL041951,CHARLIE,1951-08-20,1200,,HU,21.0,-89.2,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,20,11
AL041951,CHARLIE,1951-08-20,1800,,HU,21.4,-90.4,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,20,11
AL041951,CHARLIE,1951-08-21,0,,HU,21.6,-91.6,65,989,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,21,11
AL041951,CHARLIE,1951-08-21,600,,HU,21.6,-92.7,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,21,11
AL041951,CHARLIE,1951-08-21,1200,,HU,21.6,-93.7,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,21,11
AL041951,CHARLIE,1951-08-21,1800,,HU,21.6,-94.3,65,988,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,21,11
AL041951,CHARLIE,1951-08-22,0,,HU,21.7,-94.9,70,982,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,22,11
AL041951,CHARLIE,1951-08-22,600,,HU,21.9,-95.7,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,22,11
AL041951,CHARLIE,1951-08-22,1200,,HU,22.1,-96.6,85,972,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,22,11
AL041951,CHARLIE,1951-08-22,1800,,HU,22.2,-97.5,100,968,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,22,11
AL041951,CHARLIE,1951-08-22,1900,L,HU,22.3,-97.8,100,968,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,22,11
AL041951,CHARLIE,1951-08-23,0,,HU,22.3,-98.2,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,23,11
AL041951,CHARLIE,1951-08-23,600,,TS,22.4,-98.8,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,23,11
AL041951,CHARLIE,1951-08-23,1200,,TS,22.4,-99.4,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,23,11
AL041951,CHARLIE,1951-08-23,1800,,TD,22.4,-99.9,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,23,11
AL051951,DOG,1951-08-27,600,,TD,12.3,-25.6,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,27,9
AL051951,DOG,1951-08-27,1200,,TD,12.3,-26.6,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,27,9
AL051951,DOG,1951-08-27,1800,,TD,12.3,-27.6,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,27,9
AL051951,DOG,1951-08-28,0,,TD,12.3,-28.7,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,28,9
AL051951,DOG,1951-08-28,600,,TD,12.3,-29.8,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,28,9
AL051951,DOG,1951-08-28,1200,,TD,12.3,-31.0,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,28,9
AL051951,DOG,1951-08-28,1800,,TD,12.3,-32.3,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,28,9
AL051951,DOG,1951-08-29,0,,TD,12.3,-33.6,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,29,9
AL051951,DOG,1951-08-29,600,,TD,12.3,-34.9,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,29,9
AL051951,DOG,1951-08-29,1200,,TD,12.3,-36.3,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,29,9
AL051951,DOG,1951-08-29,1800,,TD,12.4,-38.0,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,29,9
AL051951,DOG,1951-08-30,0,,TD,12.6,-39.6,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,30,9
AL051951,DOG,1951-08-30,600,,TD,12.8,-41.2,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,30,9
AL051951,DOG,1951-08-30,1200,,TD,13.0,-42.8,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,30,9
AL051951,DOG,1951-08-30,1800,,TD,13.2,-44.4,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,30,9
AL051951,DOG,1951-08-31,0,,TS,13.4,-46.1,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,31,9
AL051951,DOG,1951-08-31,600,,TS,13.6,-47.7,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,31,9
AL051951,DOG,1951-08-31,1200,,TS,13.7,-49.4,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,31,9
AL051951,DOG,1951-08-31,1800,,TS,13.8,-51.1,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,8,31,9
AL051951,DOG,1951-09-01,0,,TS,13.9,-52.8,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,9,1,9
AL051951,DOG,1951-09-01,600,,TS,14.0,-54.4,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,9,1,9
AL051951,DOG,1951-09-01,1200,,TS,14.1,-56.0,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951,9,1,9
