ID,Name,Date,Time,Event,Status,Latitude,Longitude,Maximum Wind,Minimum Pressure,Date_c,Year,Month,Day,Latitude_c,Longitude_c,Duration,sst,rhum,wspd,slp,cldc
AL011951,UNNAMED,1951-01-02,1200,,EX,30.5,-58.0,50,-999,1951-01-02,1951,1,2,30.5,-58.0,10,12.371029232260808,72.45709365017925,72.45709365017925,1027.4460549635792,5.219256209283795
AL011951,UNNAMED,1951-01-02,1800,,EX,29.9,-56.8,45,-999,1951-01-02,1951,1,2,29.9,-56.8,10,16.217764324352522,80.42385427109537,80.42385427109537,1022.6729775231556,5.756614377751996
AL011951,UNNAMED,1951-01-03,0,,EX,29.0,-55.7,45,-999,1951-01-03,1951,1,3,29.0,-55.7,10,15.491123752891115,81.12159009219916,81.12159009219916,1023.1519087918236,5.782473555025547
AL011951,UNNAMED,1951-01-03,600,,EX,27.5,-54.8,45,-999,1951-01-03,1951,1,3,27.5,-54.8,10,22.268074731803353,84.2647607465124,84.2647607465124,1019.3251379423775,5.651841577570193
AL011951,UNNAMED,1951-01-03,1200,,EX,26.5,-54.5,45,-999,1951-01-03,1951,1,3,26.5,-54.5,10,22.336746239617405,84.45861654882434,84.45861654882434,1019.305866350445,5.645405549324055
AL011951,UNNAMED,1951-01-03,1800,,EX,26.1,-55.2,45,-999,1951-01-03,1951,1,3,26.1,-55.2,10,21.588924569450764,76.73192818705441,76.73192818705441,1019.6411760314566,6.6722819249185905
AL011951,UNNAMED,1951-01-04,0,,EX,25.8,-56.1,45,-999,1951-01-04,1951,1,4,25.8,-56.1,10,22.79699734703111,86.20232205105296,86.20232205105296,1019.1246386560371,6.11649438477686
AL011951,UNNAMED,1951-01-04,600,,EX,25.5,-57.0,45,-999,1951-01-04,1951,1,4,25.5,-57.0,10,23.703059910458435,80.4585969892514,80.4585969892514,1016.7219924486066,6.62713459223377
AL011951,UNNAMED,1951-01-04,1200,,EX,25.1,-57.9,45,-999,1951-01-04,1951,1,4,25.1,-57.9,10,23.581657918362147,80.65055750104517,80.65055750104517,1016.8140569559138,6.587803510543389
AL011951,UNNAMED,1951-01-04,1800,,TS,24.0,-58.9,45,-999,1951-01-04,1951,1,4,24.0,-58.9,10,23.245969077445192,81.18157316856025,81.18157316856025,1017.0687878116456,6.478353040215287
AL011951,UNNAMED,1951-01-05,0,,TS,22.7,-60.0,45,-999,1951-01-05,1951,1,5,22.7,-60.0,10,23.802952133635213,81.94056034739464,81.94056034739464,1015.1520167226797,6.517454323388326
AL011951,UNNAMED,1951-01-05,600,,TS,22.1,-60.7,45,-999,1951-01-05,1951,1,5,22.1,-60.7,10,23.57511222444994,82.22958579242881,82.22958579242881,1015.415068709579,6.3967763884457955
AL011951,UNNAMED,1951-01-05,1200,,TS,21.7,-61.1,45,-999,1951-01-05,1951,1,5,21.7,-61.1,10,23.113195185991888,82.01849118965193,82.01849118965193,1016.839544364754,4.158353875195422
AL011951,UNNAMED,1951-01-05,1800,,TS,21.5,-61.3,45,-999,1951-01-05,1951,1,5,21.5,-61.3,10,23.12142587954891,81.98108637645319,81.98108637645319,1016.8581746919235,4.131039742027304
AL011951,UNNAMED,1951-01-06,0,,TS,21.3,-61.5,50,-999,1951-01-06,1951,1,6,21.3,-61.5,10,23.12277841069163,81.97571953013957,81.97571953013957,1016.8606203159414,4.126962689349179
AL011951,UNNAMED,1951-01-06,600,,TS,21.0,-61.7,50,-999,1951-01-06,1951,1,6,21.0,-61.7,10,23.117206401137516,82.00349227990668,82.00349227990668,1016.8460759432177,4.146743393757969
AL011951,UNNAMED,1951-01-06,1200,,TS,20.7,-62.0,55,-999,1951-01-06,1951,1,6,20.7,-62.0,10,23.099548204576237,82.08988285050151,82.08988285050151,1016.8012567162085,4.208582704249069
AL011951,UNNAMED,1951-01-06,1800,,TS,20.3,-62.4,55,-999,1951-01-06,1951,1,6,20.3,-62.4,10,23.076144131759698,82.20669996535312,82.20669996535312,1016.7400238929746,4.2917668363499955
AL011951,UNNAMED,1951-01-07,0,,TS,20.2,-62.9,55,-999,1951-01-07,1951,1,7,20.2,-62.9,10,23.057405490370265,82.30139513453538,82.30139513453538,1016.6900465984986,4.359014476266252
AL011951,UNNAMED,1951-01-07,600,,TS,20.2,-63.7,55,-999,1951-01-07,1951,1,7,20.2,-63.7,10,22.733945757250243,83.84718500508636,83.84718500508636,1018.0860543358383,6.189902536502738
AL011951,UNNAMED,1951-01-07,1200,,TS,20.6,-64.5,55,-999,1951-01-07,1951,1,7,20.6,-64.5,10,22.69500938364912,83.89644979856124,83.89644979856124,1017.9530466996406,6.15266013647488
AL011951,UNNAMED,1951-01-07,1800,,TS,21.0,-65.2,55,-999,1951-01-07,1951,1,7,21.0,-65.2,10,20.055349641241275,81.61036821353754,81.61036821353754,1017.8928228244707,7.230746427805099
AL011951,UNNAMED,1951-01-08,0,,TS,21.3,-65.8,55,-999,1951-01-08,1951,1,8,21.3,-65.8,10,20.328404936430875,81.92628025555227,81.92628025555227,1017.6716892221493,7.032295578710995
AL011951,UNNAMED,1951-01-08,600,,TS,21.6,-66.2,55,-999,1951-01-08,1951,1,8,21.6,-66.2,10,20.499785621263946,82.1246265988292,82.1246265988292,1017.5329124121591,6.907729962559857
AL011951,UNNAMED,1951-01-08,1200,,TS,21.9,-66.5,50,-999,1951-01-08,1951,1,8,21.9,-66.5,10,20.626683167625494,82.27166867876475,82.27166867876475,1017.4302113725166,6.815486934537129
AL011951,UNNAMED,1951-01-08,1800,,TS,22.3,-66.5,50,-999,1951-01-08,1951,1,8,22.3,-66.5,10,18.918964671242417,86.23288587211584,86.23288587211584,1018.3492771778904,5.943197998912475
AL011951,UNNAMED,1951-01-09,0,,TS,23.0,-66.1,50,-999,1951-01-09,1951,1,9,23.0,-66.1,10,18.635025490255746,86.4225618299416,86.4225618299416,1018.5629561241984,5.959331976549637
AL011951,UNNAMED,1951-01-09,600,,TS,24.3,-65.5,50,-999,1951-01-09,1951,1,9,24.3,-65.5,10,21.129949758045907,84.19459397603794,84.19459397603794,1017.2032034679465,5.906557872255695
AL011951,UNNAMED,1951-01-09,1200,,TS,26.0,-64.9,50,-999,1951-01-09,1951,1,9,26.0,-64.9,10,19.862085077854186,82.40352667359392,82.40352667359392,1018.9153828862047,6.201988535352934
AL011951,UNNAMED,1951-01-09,1800,,TS,27.5,-64.2,50,-999,1951-01-09,1951,1,9,27.5,-64.2,10,19.847076870851122,82.37726004141041,82.37726004141041,1018.9296246560064,6.206195591770447
AL011951,UNNAMED,1951-01-10,0,,EX,28.9,-63.4,50,-999,1951-01-10,1951,1,10,28.9,-63.4,10,18.012643916350314,80.09509948808294,80.09509948808294,1020.8479838781019,6.087556340188163
AL011951,UNNAMED,1951-01-10,600,,EX,30.6,-62.1,50,-999,1951-01-10,1951,1,10,30.6,-62.1,10,13.859842463999367,75.67677163897629,75.67677163897629,1024.8638353608526,6.254218769702606
AL011951,UNNAMED,1951-01-10,1200,,EX,32.6,-60.5,50,-999,1951-01-10,1951,1,10,32.6,-60.5,10,13.208880272591545,74.13850028591413,74.13850028591413,1025.1472992340318,5.78401983226167
AL011951,UNNAMED,1951-01-10,1800,,EX,34.2,-58.8,50,-999,1951-01-10,1951,1,10,34.2,-58.8,10,12.77345875366553,64.86814178832016,64.86814178832016,1027.9351873440955,6.141463232625841
AL011951,UNNAMED,1951-01-11,0,,EX,35.2,-57.2,50,-999,1951-01-11,1951,1,11,35.2,-57.2,10,13.315776234848803,63.14050488916197,63.14050488916197,1028.1858149879215,6.268765489532439
AL011951,UNNAMED,1951-01-11,600,,EX,37.0,-55.5,50,-999,1951-01-11,1951,1,11,37.0,-55.5,10,7.613262602002776,74.59837288413397,74.59837288413397,1026.8306125459635,5.357137885444924
AL011951,UNNAMED,1951-01-11,1200,,EX,39.0,-53.5,45,-999,1951-01-11,1951,1,11,39.0,-53.5,10,9.256820414051116,65.79595365954964,65.79595365954964,1025.3130837030458,4.252316487110937
AL011951,UNNAMED,1951-01-11,1800,,EX,41.3,-50.7,45,-999,1951-01-11,1951,1,11,41.3,-50.7,10,4.123674728221269,77.54124255354245,77.54124255354245,1019.1334289820287,4.4873386114361065
AL011951,UNNAMED,1951-01-12,0,,EX,42.5,-48.0,45,-999,1951-01-12,1951,1,12,42.5,-48.0,10,1.340177007863242,76.56722169449434,76.56722169449434,1022.1079827341,1.8789030343656536
AL011951,UNNAMED,1951-01-12,600,,EX,43.6,-45.0,40,-999,1951-01-12,1951,1,12,43.6,-45.0,10,2.428518160652948,72.95469284940448,72.95469284940448,1023.3390881967894,1.935161223483986
AL011951,UNNAMED,1951-01-12,1200,,EX,44.7,-41.0,40,-999,1951-01-12,1951,1,12,44.7,-41.0,10,2.720403017248044,71.37524501217929,71.37524501217929,1023.5627878774619,4.075252024947212
AL021951,ABLE,1951-05-16,0,,TD,32.0,-68.0,30,-999,1951-05-16,1951,5,16,32.0,-68.0,8,22.08450317857837,85.98694672095138,85.98694672095138,1010.2689748063336,5.166836237907001
AL021951,ABLE,1951-05-16,600,,TD,31.9,-70.8,30,-999,1951-05-16,1951,5,16,31.9,-70.8,8,25.94878856349487,87.13863796545476,87.13863796545476,1010.0568819996005,5.1084967398704455
AL021951,ABLE,1951-05-16,1200,,TS,31.6,-73.8,35,-999,1951-05-16,1951,5,16,31.6,-73.8,8,26.31960880357259,88.23344331474469,88.23344331474469,1009.4619057662011,5.257331214088476
AL021951,ABLE,1951-05-16,1800,,TS,30.6,-76.4,35,-999,1951-05-16,1951,5,16,30.6,-76.4,8,27.761967857783088,85.41813598730666,85.41813598730666,1009.4257728188999,4.700336753709112
AL021951,ABLE,1951-05-17,0,,TS,29.4,-77.5,45,-999,1951-05-17,1951,5,17,29.4,-77.5,8,27.843117964234953,84.90316643994683,84.90316643994683,1009.3143276279244,4.413548005652017
AL021951,ABLE,1951-05-17,600,,TS,28.8,-78.4,55,-999,1951-05-17,1951,5,17,28.8,-78.4,8,27.84183889031952,84.90531041374977,84.90531041374977,1009.3166700535587,4.408052954404583
AL021951,ABLE,1951-05-17,1200,,HU,28.2,-78.8,65,-999,1951-05-17,1951,5,17,28.2,-78.8,8,27.840670933348534,84.90849799800523,84.90849799800523,1009.318230235044,4.404481446673976
AL021951,ABLE,1951-05-17,1800,,HU,27.5,-78.9,70,983,1951-05-17,1951,5,17,27.5,-78.9,8,28.218604575127927,83.15017770002405,83.15017770002405,1008.9544901830452,4.0431864163477425
AL021951,ABLE,1951-05-18,0,,HU,27.1,-78.6,75,-999,1951-05-18,1951,5,18,27.1,-78.6,8,28.21770772520683,83.15297033011139,83.15297033011139,1008.9551332452832,4.043888953173091
AL021951,ABLE,1951-05-18,600,,HU,26.9,-78.3,75,-999,1951-05-18,1951,5,18,26.9,-78.3,8,28.217347599390006,83.15419149639247,83.15419149639247,1008.9552855014774,4.0445643216913005
AL021951,ABLE,1951-05-18,1200,L,HU,27.0,-77.9,75,982,1951-05-18,1951,5,18,27.0,-77.9,8,28.21781262658964,83.15305860922855,83.15305860922855,1008.9546194998572,4.045434681566805
AL021951,ABLE,1951-05-18,1800,,HU,27.2,-77.5,70,985,1951-05-18,1951,5,18,27.2,-77.5,8,28.21852544935913,83.15120403628116,83.15120403628116,1008.9537249242802,4.046300790752809
AL021951,ABLE,1951-05-19,0,,HU,27.4,-77.2,70,-999,1951-05-19,1951,5,19,27.4,-77.2,8,28.219184149503842,83.14945184318711,83.14945184318711,1008.9529398521643,4.0469477381516965
AL021951,ABLE,1951-05-19,600,,HU,27.7,-76.9,70,-999,1951-05-19,1951,5,19,27.7,-76.9,8,27.98091557661201,84.44440479976593,84.44440479976593,1009.1578132472767,4.669353298446431
AL021951,ABLE,1951-05-19,1200,,HU,28.1,-76.6,75,982,1951-05-19,1951,5,19,28.1,-76.6,8,27.492475765262103,86.70079309100524,86.70079309100524,1009.4936735282491,5.016980909032968
AL021951,ABLE,1951-05-19,1800,,HU,28.7,-76.3,75,-999,1951-05-19,1951,5,19,28.7,-76.3,8,27.49061551646418,86.71260166782146,86.71260166782146,1009.4920342193825,5.022506153406921
AL021951,ABLE,1951-05-20,0,,HU,29.5,-76.0,75,980,1951-05-20,1951,5,20,29.5,-76.0,8,27.488272353936015,86.72743351128115,86.72743351128115,1009.4899753879209,5.029428604091405
AL021951,ABLE,1951-05-20,600,,HU,30.5,-75.7,75,-999,1951-05-20,1951,5,20,30.5,-75.7,8,27.760461922739992,85.42514073488621,85.42514073488621,1009.4254297880775,4.702806081402794
AL021951,ABLE,1951-05-20,1200,,HU,31.4,-75.4,75,-999,1951-05-20,1951,5,20,31.4,-75.4,8,27.759809750459496,85.42469643543545,85.42469643543545,1009.4249473215177,4.7059439019000475
AL021951,ABLE,1951-05-20,1800,,HU,32.4,-75.2,75,979,1951-05-20,1951,5,20,32.4,-75.2,8,26.467045978058966,87.69838709711031,87.69838709711031,1009.4660095290966,5.156248093348314
AL021951,ABLE,1951-05-21,0,,HU,33.5,-75.0,75,-999,1951-05-21,1951,5,21,33.5,-75.0,8,26.460649393551908,87.7057942745946,87.7057942745946,1009.4666543615633,5.157176346034785
AL021951,ABLE,1951-05-21,600,,HU,34.7,-74.6,75,-999,1951-05-21,1951,5,21,34.7,-74.6,8,26.1300023262936,86.7758453519975,86.7758453519975,1010.0164755848685,5.046094313525028
AL021951,ABLE,1951-05-21,1200,,HU,35.6,-74.2,75,978,1951-05-21,1951,5,21,35.6,-74.2,8,26.116602486492575,86.76962475934467,86.76962475934467,1010.0228329117143,5.04316045138975
AL021951,ABLE,1951-05-21,1800,,HU,36.1,-73.8,75,976,1951-05-21,1951,5,21,36.1,-73.8,8,22.229733027907574,86.01392536537571,86.01392536537571,1010.2490521280691,5.125405046964585
AL021951,ABLE,1951-05-22,0,,HU,36.3,-73.2,80,-999,1951-05-22,1951,5,22,36.3,-73.2,8,22.204842672856817,86.00130005291639,86.00130005291639,1010.2519400713313,5.122927832142341
AL021951,ABLE,1951-05-22,600,,HU,36.5,-72.3,80,-999,1951-05-22,1951,5,22,36.5,-72.3,8,22.160994561743433,86.02147394824584,86.02147394824584,1010.2560399446052,5.16347351635361
AL021951,ABLE,1951-05-22,1200,,HU,36.6,-71.1,80,973,1951-05-22,1951,5,22,36.6,-71.1,8,22.122302389102785,86.00476315392683,86.00476315392683,1010.2604008932159,5.1622463943235
AL021951,ABLE,1951-05-22,1800,,HU,36.7,-69.9,80,-999,1951-05-22,1951,5,22,36.7,-69.9,8,18.916224468218967,84.64663823473597,84.64663823473597,1010.9563628173488,5.012931029644543
AL021951,ABLE,1951-05-23,0,,HU,36.8,-68.7,80,-999,1951-05-23,1951,5,23,36.8,-68.7,8,18.769655205274503,84.64575615893015,84.64575615893015,1011.345429317861,4.841534128169319
AL021951,ABLE,1951-05-23,600,,HU,37.0,-67.0,80,-999,1951-05-23,1951,5,23,37.0,-67.0,8,18.721532230449565,84.62953356908811,84.62953356908811,1011.3468236795202,4.840613405049198
AL021951,ABLE,1951-05-23,1200,,HU,37.3,-65.0,75,984,1951-05-23,1951,5,23,37.3,-65.0,8,16.733804502960542,83.13485383419355,83.13485383419355,1011.4011779924292,4.812630039553627
AL021951,ABLE,1951-05-23,1800,,HU,37.6,-63.5,65,-999,1951-05-23,1951,5,23,37.6,-63.5,8,15.382340062598491,82.85836405623607,82.85836405623607,1011.3202473208446,4.772999916003882
AL021951,ABLE,1951-05-24,0,,TS,38.0,-62.2,55,-999,1951-05-24,1951,5,24,38.0,-62.2,8,14.457171394300778,80.50298589568762,80.50298589568762,1011.3620458175056,4.630887178133382
AL021951,ABLE,1951-05-24,600,,TS,38.7,-61.2,50,-999,1951-05-24,1951,5,24,38.7,-61.2,8,14.443190767898377,80.50503919197034,80.50503919197034,1011.3621262077813,4.629416699135189
AL021951,ABLE,1951-05-24,1200,,TS,39.7,-60.0,45,-999,1951-05-24,1951,5,24,39.7,-60.0,8,13.294384817515667,80.62213467210726,80.62213467210726,1011.2673336665129,4.9065252008117985
AL021951,ABLE,1951-05-24,1800,,TS,40.5,-58.7,35,994,1951-05-24,1951,5,24,40.5,-58.7,8,12.337289372675219,80.95918580483973,80.95918580483973,1011.1124436912071,5.17086269012598
AL031951,BAKER,1951-08-02,600,,TD,20.9,-52.9,30,-999,1951-08-02,1951,8,2,20.9,-52.9,3,28.318990948995072,87.16001252362337,87.16001252362337,1009.5147967939986,5.043097963047534
AL031951,BAKER,1951-08-02,1200,,TS,21.8,-53.9,35,-999,1951-08-02,1951,8,2,21.8,-53.9,3,28.769045655409343,83.92746923045587,83.92746923045587,1010.679302190588,4.208906460052311
AL031951,BAKER,1951-08-02,1800,,TS,22.7,-54.9,45,-999,1951-08-02,1951,8,2,22.7,-54.9,3,28.203777871270056,83.42903578719246,83.42903578719246,1004.2207113593258,3.7338625404769545
AL031951,BAKER,1951-08-03,0,,TS,23.7,-55.9,45,-999,1951-08-03,1951,8,3,23.7,-55.9,3,28.36300798005706,82.83798969306305,82.83798969306305,1004.535495106692,4.424184674730639
AL031951,BAKER,1951-08-03,600,,TS,25.0,-56.9,50,-999,1951-08-03,1951,8,3,25.0,-56.9,3,28.373761932142646,82.04977209763658,82.04977209763658,1008.4057470223215,3.5836316717450583
AL031951,BAKER,1951-08-03,1200,,TS,26.4,-57.9,50,-999,1951-08-03,1951,8,3,26.4,-57.9,3,28.229334747776466,85.63658974163614,85.63658974163614,1008.0956046880312,1.940804202129006
AL031951,BAKER,1951-08-03,1800,,TS,27.7,-58.9,50,-999,1951-08-03,1951,8,3,27.7,-58.9,3,28.198352178846587,85.59711972015114,85.59711972015114,1007.8938733743315,2.272460752958354
AL031951,BAKER,1951-08-04,0,,TS,29.0,-59.8,50,-999,1951-08-04,1951,8,4,29.0,-59.8,3,27.89531993291597,85.82249261983765,85.82249261983765,1005.2846647102382,4.866068411211837
AL031951,BAKER,1951-08-04,600,,TS,30.4,-60.5,50,-999,1951-08-04,1951,8,4,30.4,-60.5,3,27.745988100617296,85.63874627227392,85.63874627227392,1005.6528131898151,4.963676280341131
AL031951,BAKER,1951-08-04,1200,,TS,31.9,-60.8,45,999,1951-08-04,1951,8,4,31.9,-60.8,3,27.746364450097275,85.64749328625275,85.64749328625275,1005.6556182148997,4.969087589485572
AL031951,BAKER,1951-08-04,1800,,TS,33.6,-60.9,40,-999,1951-08-04,1951,8,4,33.6,-60.9,3,27.312670768030387,86.30099501481642,86.30099501481642,1005.7017402315603,5.037288022143986
AL031951,BAKER,1951-08-05,0,,TS,35.3,-60.0,40,-999,1951-08-05,1951,8,5,35.3,-60.0,3,26.954399421514868,86.54680265697866,86.54680265697866,1005.9489021144345,5.3783004463031965
AL031951,BAKER,1951-08-05,600,,TS,37.0,-58.8,40,-999,1951-08-05,1951,8,5,37.0,-58.8,3,25.885720461979215,85.8037555171987,85.8037555171987,1005.7548013275764,5.269631663570636
AL031951,BAKER,1951-08-05,1200,,TS,38.8,-57.5,45,-999,1951-08-05,1951,8,5,38.8,-57.5,3,25.28699517107179,86.01755147918942,86.01755147918942,1006.1154171373882,5.410835820976191
AL031951,BAKER,1951-08-05,1800,,TS,40.6,-56.1,50,996,1951-08-05,1951,8,5,40.6,-56.1,3,24.38659469291313,86.28086462950169,86.28086462950169,1006.6407681994798,5.216435668412799
AL041951,CHARLIE,1951-08-12,0,,TD,12.1,-44.1,30,-999,1951-08-12,1951,8,12,12.1,-44.1,11,28.656222357210336,81.41503200697716,81.41503200697716,1009.4326535515487,5.8285746239970875
AL041951,CHARLIE,1951-08-12,600,,TD,12.1,-45.3,30,-999,1951-08-12,1951,8,12,12.1,-45.3,11,29.07475955140353,81.63752592600942,81.63752592600942,1009.2181417777406,5.992354115547952
AL041951,CHARLIE,1951-08-12,1200,,TD,12.2,-46.2,30,-999,1951-08-12,1951,8,12,12.2,-46.2,11,29.05277687628972,81.612739436655,81.612739436655,1009.1534917600909,5.9892413875175
AL041951,CHARLIE,1951-08-12,1800,,TD,12.4,-46.9,30,-999,1951-08-12,1951,8,12,12.4,-46.9,11,29.031342285185833,81.58847160039548,81.58847160039548,1009.0904521070919,5.986205390223358
AL041951,CHARLIE,1951-08-13,0,,TD,12.6,-47.6,30,-999,1951-08-13,1951,8,13,12.6,-47.6,11,28.920223825233858,81.13258346610853,81.13258346610853,1008.6948016569231,5.459318833657337
AL041951,CHARLIE,1951-08-13,600,,TD,12.7,-48.4,30,-999,1951-08-13,1951,8,13,12.7,-48.4,11,28.889053085784127,81.1588861409046,81.1588861409046,1008.6435709239696,5.505846549152414
AL041951,CHARLIE,1951-08-13,1200,,TD,12.8,-49.2,30,-999,1951-08-13,1951,8,13,12.8,-49.2,11,28.764177139566026,82.7927806816471,82.7927806816471,1008.0756337336533,6.554941732144866
AL041951,CHARLIE,1951-08-13,1800,,TD,12.9,-50.0,30,-999,1951-08-13,1951,8,13,12.9,-50.0,11,28.77323406426272,82.55897783379388,82.55897783379388,1008.1096574448504,6.4568941330261085
AL041951,CHARLIE,1951-08-14,0,,TS,13.0,-50.8,35,-999,1951-08-14,1951,8,14,13.0,-50.8,11,28.781415825421234,82.34640794688612,82.34640794688612,1008.1406308885471,6.367718549809585
AL041951,CHARLIE,1951-08-14,600,,TS,13.2,-51.6,40,-999,1951-08-14,1951,8,14,13.2,-51.6,11,28.867854151977273,80.69138197817298,80.69138197817298,1008.7480218413242,5.366682076875235
AL041951,CHARLIE,1951-08-14,1200,,TS,13.4,-52.4,40,-999,1951-08-14,1951,8,14,13.4,-52.4,11,28.844053778010085,80.46706924165397,80.46706924165397,1008.7459741019469,5.331008727167284
AL041951,CHARLIE,1951-08-14,1800,,TS,13.6,-53.6,40,-999,1951-08-14,1951,8,14,13.6,-53.6,11,28.683367418570505,81.08468600175534,81.08468600175534,1009.0659595852916,4.691626845876017
AL041951,CHARLIE,1951-08-15,0,,TS,13.8,-55.3,45,-999,1951-08-15,1951,8,15,13.8,-55.3,11,28.646029855707518,74.25005253896776,74.25005253896776,1008.9388443153047,4.55313739654079
AL041951,CHARLIE,1951-08-15,600,,TS,14.1,-57.1,50,-999,1951-08-15,1951,8,15,14.1,-57.1,11,29.25938957126508,83.92907370289154,83.92907370289154,1006.645987744832,7.624099835231084
AL041951,CHARLIE,1951-08-15,1200,,TS,14.4,-58.9,55,999,1951-08-15,1951,8,15,14.4,-58.9,11,29.143226655859568,83.78945228174406,83.78945228174406,1006.849473424073,7.313604273541125
AL041951,CHARLIE,1951-08-15,1800,,TS,14.8,-60.7,60,-999,1951-08-15,1951,8,15,14.8,-60.7,11,27.996021327570812,82.16234349611813,82.16234349611813,1008.719073370892,6.567031942702128
AL041951,CHARLIE,1951-08-16,0,,TS,15.2,-62.6,60,-999,1951-08-16,1951,8,16,15.2,-62.6,11,28.059743932436486,89.88596876224409,89.88596876224409,1005.9524993371892,6.000976178146385
AL041951,CHARLIE,1951-08-16,600,,HU,15.6,-64.6,65,-999,1951-08-16,1951,8,16,15.6,-64.6,11,28.287614409800533,84.08820444710753,84.08820444710753,1006.4456145273804,5.9224968659917545
AL041951,CHARLIE,1951-08-16,1200,,HU,15.9,-66.7,65,992,1951-08-16,1951,8,16,15.9,-66.7,11,27.894705612198912,84.08477677380489,84.08477677380489,1007.3506661571761,5.035511108033537
AL041951,CHARLIE,1951-08-16,1800,,HU,16.2,-68.6,70,-999,1951-08-16,1951,8,16,16.2,-68.6,11,28.426862277954054,82.67875031374349,82.67875031374349,1005.6327889576852,4.728216887040759
AL041951,CHARLIE,1951-08-17,0,,HU,16.3,-70.2,75,-999,1951-08-17,1951,8,17,16.3,-70.2,11,28.759301577754773,83.11387780434697,83.11387780434697,997.9553018512358,7.42650787909436
AL041951,CHARLIE,1951-08-17,600,,HU,16.4,-71.7,80,-999,1951-08-17,1951,8,17,16.4,-71.7,11,28.26262970779842,84.34717305634656,84.34717305634656,1005.9422427980282,5.288617265519759
AL041951,CHARLIE,1951-08-17,1200,,HU,16.6,-73.1,85,978,1951-08-17,1951,8,17,16.6,-73.1,11,28.344450665699945,83.46670312144457,83.46670312144457,1006.1417562722859,5.472612966834665
AL041951,CHARLIE,1951-08-17,1800,,HU,17.1,-74.6,95,971,1951-08-17,1951,8,17,17.1,-74.6,11,28.343879737454046,83.46439256192919,83.46439256192919,1006.1497083632726,5.472433988420806
AL041951,CHARLIE,1951-08-18,0,,HU,17.6,-76.2,110,-999,1951-08-18,1951,8,18,17.6,-76.2,11,28.26316171042465,82.98603502479696,82.98603502479696,1006.1113561197305,5.609084956398415
AL041951,CHARLIE,1951-08-18,300,L,HU,17.9,-76.9,110,-999,1951-08-18,1951,8,18,17.9,-76.9,11,28.26299435368155,82.98465049637005,82.98465049637005,1006.1139242716333,5.608507696357113
AL041951,CHARLIE,1951-08-18,600,,HU,18.1,-77.8,85,-999,1951-08-18,1951,8,18,18.1,-77.8,11,28.184769958694815,83.7019575918408,83.7019575918408,1006.3760068342564,5.722318991949461
AL041951,CHARLIE,1951-08-18,1200,,HU,18.3,-79.4,75,-999,1951-08-18,1951,8,18,18.3,-79.4,11,28.065052167165838,84.68422210280363,84.68422210280363,1006.8933682833141,5.632668355871878
AL041951,CHARLIE,1951-08-18,1800,,HU,18.6,-80.9,75,-999,1951-08-18,1951,8,18,18.6,-80.9,11,28.06419597253157,84.67616385165641,84.67616385165641,1006.8938304421399,5.630833800058061
AL041951,CHARLIE,1951-08-19,0,,HU,18.9,-82.2,80,982,1951-08-19,1951,8,19,18.9,-82.2,11,28.079971795117817,84.71988554277542,84.71988554277542,1006.7668284542463,5.7369895510017095
AL041951,CHARLIE,1951-08-19,600,,HU,19.2,-83.4,85,-999,1951-08-19,1951,8,19,19.2,-83.4,11,28.220515902098366,85.57405536402342,85.57405536402342,1006.2688961007744,5.732568544825647
AL041951,CHARLIE,1951-08-19,1200,,HU,19.4,-84.5,85,976,1951-08-19,1951,8,19,19.4,-84.5,11,28.22032045410261,85.56579407069333,85.56579407069333,1006.2704348030575,5.732001944337546
AL041951,CHARLIE,1951-08-19,1800,,HU,19.8,-85.6,100,-999,1951-08-19,1951,8,19,19.8,-85.6,11,28.24311625469297,85.4856023757967,85.4856023757967,1005.8796847162502,6.122118631640293
AL041951,CHARLIE,1951-08-20,0,,HU,20.2,-86.7,115,-999,1951-08-20,1951,8,20,20.2,-86.7,11,28.31618649941884,86.57656412251795,86.57656412251795,1005.8925657667272,6.116868221061412
AL041951,CHARLIE,1951-08-20,200,L,HU,20.3,-87.0,115,-999,1951-08-20,1951,8,20,20.3,-87.0,11,28.31345423178251,86.46925465625169,86.46925465625169,1011.096391287612,4.158272770243595
AL041951,CHARLIE,1951-08-20,300,L,HU,20.4,-87.3,115,-999,1951-08-20,1951,8,20,20.4,-87.3,11,28.313423230426935,86.46806835794212,86.46806835794212,1011.1452327772788,4.142482961019468
AL041951,CHARLIE,1951-08-20,600,,HU,20.6,-87.9,90,-999,1951-08-20,1951,8,20,20.6,-87.9,11,28.313360618039148,86.46567700471915,86.46567700471915,1010.7894588761915,4.258156763987289
AL041951,CHARLIE,1951-08-20,1200,,HU,21.0,-89.2,70,-999,1951-08-20,1951,8,20,21.0,-89.2,11,28.43683170193657,87.42025268310752,87.42025268310752,1003.1555589542188,6.974957797970601
AL041951,CHARLIE,1951-08-20,1800,,HU,21.4,-90.4,65,-999,1951-08-20,1951,8,20,21.4,-90.4,11,28.421853264227195,87.04528537774188,87.04528537774188,1003.3835884648491,6.849688283775109
AL041951,CHARLIE,1951-08-21,0,,HU,21.6,-91.6,65,989,1951-08-21,1951,8,21,21.6,-91.6,11,28.424831900778454,86.87007080673997,86.87007080673997,1002.4552176091256,6.045701128241833
