ID,Name,Date,Time,Event,Status,Latitude,Longitude,Maximum Wind,Minimum Pressure,Date_c,Year,Month,Day,Latitude_c,Longitude_c,Duration,sst,rhum,wspd,slp,cldc
AL111958,UNNAMED,1958-05-28,0,,EX,38.0,-69.5,50,-999,1958-05-28,1958,5,28,38.0,-69.5,4,16.404255067037152,82.25688507124981,82.25688507124981,1012.7821701913095,5.264058820123731
AL111958,UNNAMED,1958-05-28,600,,EX,38.8,-68.5,55,-999,1958-05-28,1958,5,28,38.8,-68.5,4,15.35971535989739,83.1477556147753,83.1477556147753,1013.2858176964185,5.062653770582839
AL111958,UNNAMED,1958-05-28,1200,,EX,39.6,-67.0,50,-999,1958-05-28,1958,5,28,39.6,-67.0,4,15.338048320534481,83.14544065151408,83.14544065151408,1013.293919924271,5.056631394242021
AL111958,UNNAMED,1958-05-28,1800,,EX,41.0,-65.0,45,-999,1958-05-28,1958,5,28,41.0,-65.0,4,13.983553293499503,82.21611748499531,82.21611748499531,1013.8327213147234,4.7557389210529735
AL111958,UNNAMED,1958-05-29,0,,EX,43.0,-64.5,40,-999,1958-05-29,1958,5,29,43.0,-64.5,4,13.666216635413019,81.97737797130993,81.97737797130993,1013.367462655142,4.559621663498141
AL111958,UNNAMED,1958-05-29,600,,EX,45.0,-65.0,35,-999,1958-05-29,1958,5,29,45.0,-65.0,4,13.67278040254849,81.9868729078931,81.9868729078931,1013.3615957432002,4.560682160565768
AL121958,UNNAMED,1958-10-15,1800,,TD,21.3,-68.7,30,-999,1958-10-15,1958,10,15,21.3,-68.7,3,26.42828509517085,79.05807761455428,79.05807761455428,1013.0008450760137,4.098723380284669
AL121958,UNNAMED,1958-10-16,0,,TD,22.7,-68.5,30,-999,1958-10-16,1958,10,16,22.7,-68.5,3,27.11521208417811,79.57328827097726,79.57328827097726,1011.7289384534664,1.6680823849111617
AL121958,UNNAMED,1958-10-16,600,,TS,24.0,-67.5,35,-999,1958-10-16,1958,10,16,24.0,-67.5,3,26.83517433367203,81.45352808659884,81.45352808659884,1012.5747161954358,3.9962376882606545
AL121958,UNNAMED,1958-10-16,1200,,TS,25.0,-67.2,40,-999,1958-10-16,1958,10,16,25.0,-67.2,3,26.833239980005843,81.46861386444023,81.46861386444023,1012.5809839206163,3.9957404704557553
AL121958,UNNAMED,1958-10-16,1800,,TS,25.5,-66.8,40,-999,1958-10-16,1958,10,16,25.5,-66.8,3,26.91101317081735,81.87187657217625,81.87187657217625,1012.4590530596181,4.3293446117260395
AL121958,UNNAMED,1958-10-17,0,,TS,26.5,-66.0,40,-999,1958-10-17,1958,10,17,26.5,-66.0,3,26.22684197006614,80.25287815457713,80.25287815457713,1013.3329940483637,4.946182161277737
AL121958,UNNAMED,1958-10-17,600,,TS,28.5,-65.0,45,-999,1958-10-17,1958,10,17,28.5,-65.0,3,25.61638738470268,79.42535245745195,79.42535245745195,1013.6965794389323,4.944266268196997
AL121958,UNNAMED,1958-10-17,1200,,EX,31.0,-63.5,50,-999,1958-10-17,1958,10,17,31.0,-63.5,3,23.443691340717365,75.55232252756988,75.55232252756988,1016.4690283954849,5.446750158828065
AL121958,UNNAMED,1958-10-17,1800,,EX,33.5,-62.0,55,-999,1958-10-17,1958,10,17,33.5,-62.0,3,21.851174185760115,72.77384486058062,72.77384486058062,1018.9397075503942,5.337509986224839
AL121958,UNNAMED,1958-10-18,0,,EX,35.5,-60.0,60,-999,1958-10-18,1958,10,18,35.5,-60.0,3,20.407034983763698,66.12552812040923,66.12552812040923,1019.5140054641178,5.696105981634916
AL121958,UNNAMED,1958-10-18,600,,EX,37.5,-58.0,60,-999,1958-10-18,1958,10,18,37.5,-58.0,3,19.641559455876425,63.85998642112591,63.85998642112591,1022.115701930904,3.922181841570966
AL121958,UNNAMED,1958-10-18,1200,,EX,41.0,-55.5,60,-999,1958-10-18,1958,10,18,41.0,-55.5,3,18.579352177081006,74.38952208856874,74.38952208856874,1021.7106240632943,4.056828012020676
AL121958,UNNAMED,1958-10-18,1800,,EX,45.0,-53.0,60,-999,1958-10-18,1958,10,18,45.0,-53.0,3,17.11734762109317,74.88155229110377,74.88155229110377,1022.0740896217762,3.7652023680354625
AL011959,ARLENE,1959-05-28,600,,TD,23.3,-86.5,25,-999,1959-05-28,1959,5,28,23.3,-86.5,5,29.78437459245462,81.60694060640644,81.60694060640644,1006.103396304672,4.323992781965434
AL011959,ARLENE,1959-05-28,1200,,TD,24.0,-87.0,30,-999,1959-05-28,1959,5,28,24.0,-87.0,5,29.838518362402255,81.71215675521606,81.71215675521606,1005.7509043643473,4.255301074867719
AL011959,ARLENE,1959-05-28,1800,,TD,24.7,-87.5,30,-999,1959-05-28,1959,5,28,24.7,-87.5,5,29.83796900728909,81.71678037909054,81.71678037909054,1005.7477928941007,4.2539682041021925
AL011959,ARLENE,1959-05-29,0,,TS,25.5,-88.2,35,-999,1959-05-29,1959,5,29,25.5,-88.2,5,29.837447526795085,81.72121913396934,81.72121913396934,1005.744833411955,4.252669002430165
AL011959,ARLENE,1959-05-29,600,,TS,26.5,-89.0,40,-999,1959-05-29,1959,5,29,26.5,-89.0,5,29.84913892227025,81.4710992076243,81.4710992076243,1005.8858291670333,4.302753812920243
AL011959,ARLENE,1959-05-29,1200,,TS,27.4,-90.1,45,1000,1959-05-29,1959,5,29,27.4,-90.1,5,29.849108749831665,81.47089529619753,81.47089529619753,1005.8860277293995,4.302763675904761
AL011959,ARLENE,1959-05-29,1800,,TS,27.7,-91.2,45,1002,1959-05-29,1959,5,29,27.7,-91.2,5,29.8496051691256,81.46918192831207,81.46918192831207,1005.8886813508777,4.304103009019877
AL011959,ARLENE,1959-05-30,0,,TS,27.8,-91.8,45,1000,1959-05-30,1959,5,30,27.8,-91.8,5,29.849691341148628,81.46886451314313,81.46886451314313,1005.8891667579336,4.304342135115208
AL011959,ARLENE,1959-05-30,600,,TS,28.0,-91.9,45,999,1959-05-30,1959,5,30,28.0,-91.9,5,29.873775626821754,81.32192500267772,81.32192500267772,1005.9264318712566,4.293790129510893
AL011959,ARLENE,1959-05-30,1200,,TS,28.5,-91.9,50,996,1959-05-30,1959,5,30,28.5,-91.9,5,29.873636180984725,81.32216708597474,81.32216708597474,1005.9259193016844,4.293458793541504
AL011959,ARLENE,1959-05-30,1800,,TS,29.2,-91.8,55,993,1959-05-30,1959,5,30,29.2,-91.8,5,29.873424673093258,81.32254595420491,81.32254595420491,1005.9250995094768,4.29293642307719
AL011959,ARLENE,1959-05-30,2200,L,TS,29.6,-91.6,55,-999,1959-05-30,1959,5,30,29.6,-91.6,5,29.873283414352827,81.3228137798566,81.3228137798566,1005.924500751747,4.292563779683021
AL011959,ARLENE,1959-05-31,0,,TS,29.8,-91.6,55,-999,1959-05-31,1959,5,31,29.8,-91.6,5,29.87322638549826,81.32291399680823,81.32291399680823,1005.9242877713151,4.292426796814473
AL011959,ARLENE,1959-05-31,600,,TS,30.4,-91.4,40,-999,1959-05-31,1959,5,31,30.4,-91.4,5,29.922556184075813,80.87197444164403,80.87197444164403,1005.2423848475524,3.863686402988335
AL011959,ARLENE,1959-05-31,1200,,TD,30.9,-91.2,30,-999,1959-05-31,1959,5,31,30.9,-91.2,5,29.926050691489383,80.86247446536322,80.86247446536322,1005.2467274274943,3.8652035085339103
AL011959,ARLENE,1959-05-31,1800,,TD,31.5,-90.9,25,-999,1959-05-31,1959,5,31,31.5,-90.9,5,29.872645402721787,81.3240166767806,81.3240166767806,1005.9218515516363,4.2909091956863765
AL011959,ARLENE,1959-06-01,0,,TD,32.1,-90.5,25,-999,1959-06-01,1959,6,1,32.1,-90.5,5,29.796250322084408,84.67386566584435,84.67386566584435,1001.8064535016372,5.64435015868326
AL011959,ARLENE,1959-06-01,600,,TD,32.4,-89.9,25,-999,1959-06-01,1959,6,1,32.4,-89.9,5,29.79817823360691,84.66353372679242,84.66353372679242,1001.8141005686139,5.641658005135847
AL011959,ARLENE,1959-06-01,1200,,TD,32.6,-89.1,25,-999,1959-06-01,1959,6,1,32.6,-89.1,5,29.80025722973014,84.65240925446314,84.65240925446314,1001.82234721495,5.638765558132508
AL011959,ARLENE,1959-06-01,1800,,TD,32.7,-88.3,25,-999,1959-06-01,1959,6,1,32.7,-88.3,5,29.800421112755952,84.65235528310725,84.65235528310725,1001.8209236320429,5.638769368724577
AL011959,ARLENE,1959-06-02,0,,TD,32.8,-87.2,20,-999,1959-06-02,1959,6,2,32.8,-87.2,5,29.802708021201436,84.6401321669159,84.6401321669159,1001.8299956167856,5.635596303511101
AL011959,ARLENE,1959-06-02,600,,TD,32.9,-85.0,20,-999,1959-06-02,1959,6,2,32.9,-85.0,5,30.12164712326668,83.531670537119,83.531670537119,1002.4927629119122,5.383900113156566
AL011959,ARLENE,1959-06-02,1200,,TD,33.5,-82.7,20,-999,1959-06-02,1959,6,2,33.5,-82.7,5,29.686463427042614,83.44664718512848,83.44664718512848,1004.3332392371078,4.944982752300007
AL011959,ARLENE,1959-06-02,1800,,TD,34.4,-80.0,20,-999,1959-06-02,1959,6,2,34.4,-80.0,5,29.336848064097232,83.81772184365995,83.81772184365995,1004.7459865222951,5.089947664037249
AL021959,BEULAH,1959-06-15,1800,,TS,21.1,-94.7,35,-999,1959-06-15,1959,6,15,21.1,-94.7,4,29.87998320652242,83.25257943978795,83.25257943978795,1000.6430949647453,5.187479037267822
AL021959,BEULAH,1959-06-16,0,,TS,21.6,-95.2,40,-999,1959-06-16,1959,6,16,21.6,-95.2,4,29.635601443140068,85.36998708382593,85.36998708382593,1001.2299080183102,6.143935731839651
AL021959,BEULAH,1959-06-16,600,,TS,22.1,-95.7,50,-999,1959-06-16,1959,6,16,22.1,-95.7,4,29.63341247481676,85.35048318762273,85.35048318762273,1001.2753545568805,6.14314426535761
AL021959,BEULAH,1959-06-16,1200,,TS,22.5,-96.1,55,-999,1959-06-16,1959,6,16,22.5,-96.1,4,29.633405125409485,85.35056616216329,85.35056616216329,1001.2753177900804,6.143168297005255
AL021959,BEULAH,1959-06-16,1800,,TS,22.8,-96.3,60,987,1959-06-16,1959,6,16,22.8,-96.3,4,29.63339066692776,85.35080566039724,85.35080566039724,1001.2744318168584,6.143202949757906
AL021959,BEULAH,1959-06-17,0,,TS,22.9,-96.4,60,-999,1959-06-17,1959,6,17,22.9,-96.4,4,29.63338884609302,85.35082830344507,85.35082830344507,1001.2744133975273,6.143208878978154
AL021959,BEULAH,1959-06-17,600,,TS,23.0,-96.5,60,985,1959-06-17,1959,6,17,23.0,-96.5,4,29.633387032941737,85.35085127905901,85.35085127905901,1001.2743934077615,6.143214784326774
AL021959,BEULAH,1959-06-17,1200,,TS,23.0,-96.7,50,992,1959-06-17,1959,6,17,23.0,-96.7,4,29.633405195343194,85.35050287232995,85.35050287232995,1001.276083154457,6.143180835902084
AL021959,BEULAH,1959-06-17,1800,,TS,22.9,-96.9,50,992,1959-06-17,1959,6,17,22.9,-96.9,4,29.6334341483076,85.34995701078185,85.34995701078185,1001.2786403602117,6.143124286181371
AL021959,BEULAH,1959-06-18,0,,TS,22.6,-97.0,45,997,1959-06-18,1959,6,18,22.6,-97.0,4,29.65249171351291,84.99383985761358,84.99383985761358,1001.520735790257,5.998687857727796
AL021959,BEULAH,1959-06-18,600,,TS,22.3,-97.1,40,-999,1959-06-18,1959,6,18,22.3,-97.1,4,29.652078570337025,84.99190271490528,84.99190271490528,1001.5261410770544,5.998687713439569
AL021959,BEULAH,1959-06-18,1200,,TS,22.1,-97.2,35,1001,1959-06-18,1959,6,18,22.1,-97.2,4,29.65177065173849,84.99046374087298,84.99046374087298,1001.5301721877648,5.998685631279246
AL021959,BEULAH,1959-06-18,1800,,TS,22.0,-97.3,35,1001,1959-06-18,1959,6,18,22.0,-97.3,4,29.651566314179735,84.98951473480419,84.98951473480419,1001.5328524219534,5.998681279989287
AL021959,BEULAH,1959-06-19,0,,TD,21.8,-97.4,30,-999,1959-06-19,1959,6,19,21.8,-97.4,4,29.63175376312572,84.95233584041807,84.95233584041807,1001.5977038718526,6.011016011534951
AL021959,BEULAH,1959-06-19,600,,TD,21.4,-97.6,25,-999,1959-06-19,1959,6,19,21.4,-97.6,4,29.631779009346126,84.95072174921778,84.95072174921778,1001.5997375056952,6.011828338248488
AL031959,UNNAMED,1959-06-18,0,,TS,26.3,-86.3,35,-999,1959-06-18,1959,6,18,26.3,-86.3,4,29.503879193488128,85.83861980729229,85.83861980729229,1002.1129437561484,6.134553560198026
AL031959,UNNAMED,1959-06-18,600,,TS,27.7,-83.7,40,1002,1959-06-18,1959,6,18,27.7,-83.7,4,29.640931405508404,85.39778775031559,85.39778775031559,1002.2989560901159,5.910251187605065
AL031959,UNNAMED,1959-06-18,800,L,TS,28.0,-82.8,40,1002,1959-06-18,1959,6,18,28.0,-82.8,4,29.74182003517573,83.77567690601211,83.77567690601211,1002.8699885127296,5.275858999907081
AL031959,UNNAMED,1959-06-18,1200,,TS,29.0,-80.5,40,-999,1959-06-18,1959,6,18,29.0,-80.5,4,29.64871593225397,83.37337536162008,83.37337536162008,1003.8569527796972,5.242808733144602
AL031959,UNNAMED,1959-06-18,1800,,TS,30.4,-77.5,45,-999,1959-06-18,1959,6,18,30.4,-77.5,4,29.577872946357775,83.98817757312692,83.98817757312692,1003.914599807053,5.386464677802513
AL031959,UNNAMED,1959-06-19,0,,TS,32.0,-74.0,55,-999,1959-06-19,1959,6,19,32.0,-74.0,4,27.8087469343599,84.63858331765445,84.63858331765445,1006.796678409467,5.029844399103738
AL031959,UNNAMED,1959-06-19,600,,HU,34.5,-70.0,65,-999,1959-06-19,1959,6,19,34.5,-70.0,4,22.87397479838921,87.13630242187655,87.13630242187655,1005.5058825311985,5.519707222428794
AL031959,UNNAMED,1959-06-19,1200,,HU,38.4,-65.0,75,974,1959-06-19,1959,6,19,38.4,-65.0,4,20.016972685006206,88.32922502289664,88.32922502289664,1004.3818086759545,5.179098076477987
AL031959,UNNAMED,1959-06-19,1800,,EX,41.2,-62.5,75,-999,1959-06-19,1959,6,19,41.2,-62.5,4,19.623753331912734,89.82673371464766,89.82673371464766,1003.3227091349024,4.969309310840934
AL031959,UNNAMED,1959-06-20,0,,EX,43.7,-61.0,70,-999,1959-06-20,1959,6,20,43.7,-61.0,4,20.196506605932576,88.17719838420352,88.17719838420352,1003.3475077270302,4.8660217722990655
AL031959,UNNAMED,1959-06-20,600,,EX,45.5,-62.0,60,-999,1959-06-20,1959,6,20,45.5,-62.0,4,20.207381458222564,88.02955426682699,88.02955426682699,1004.4939267500275,4.897814697591553
AL031959,UNNAMED,1959-06-20,1200,,EX,46.0,-63.0,50,-999,1959-06-20,1959,6,20,46.0,-63.0,4,20.19272987192578,88.05146420631146,88.05146420631146,1004.5078750158888,4.906545990986198
AL031959,UNNAMED,1959-06-20,1800,,EX,45.6,-63.0,50,-999,1959-06-20,1959,6,20,45.6,-63.0,4,20.191170007223917,88.18064086016315,88.18064086016315,1003.3681504479789,4.871170147892487
AL031959,UNNAMED,1959-06-21,0,,EX,45.4,-62.0,45,-999,1959-06-21,1959,6,21,45.4,-62.0,4,20.206606826339726,88.03068619568002,88.03068619568002,1004.4944566743192,4.898218920246692
AL031959,UNNAMED,1959-06-21,600,,EX,46.3,-58.0,45,-999,1959-06-21,1959,6,21,46.3,-58.0,4,18.12666628707165,88.62574597159549,88.62574597159549,1006.4967896060665,5.689353613976252
AL031959,UNNAMED,1959-06-21,1200,,EX,47.3,-54.5,40,-999,1959-06-21,1959,6,21,47.3,-54.5,4,17.06814030351312,89.11671253322079,89.11671253322079,1006.7707611791384,5.697455955819519
AL031959,UNNAMED,1959-06-21,1800,,EX,48.2,-51.5,35,-999,1959-06-21,1959,6,21,48.2,-51.5,4,15.313473872009094,91.05392536976063,91.05392536976063,1007.3353340276475,6.085239795665789
AL031959,UNNAMED,1959-06-22,0,,EX,48.8,-49.0,35,-999,1959-06-22,1959,6,22,48.8,-49.0,4,14.56726611021246,91.19783097960031,91.19783097960031,1008.4681409531015,6.295302566357945
AL031959,UNNAMED,1959-06-22,600,,EX,49.0,-47.0,30,-999,1959-06-22,1959,6,22,49.0,-47.0,4,11.864253432302288,90.65418547681182,90.65418547681182,1010.3998227364895,7.239283034621641
AL031959,UNNAMED,1959-06-22,1200,,EX,49.0,-45.0,30,-999,1959-06-22,1959,6,22,49.0,-45.0,4,11.841686452689226,90.44549801315038,90.44549801315038,1010.5361134627865,7.167799523476317
AL041959,CINDY,1959-07-04,1200,,TD,31.5,-79.0,25,-999,1959-07-04,1959,7,4,31.5,-79.0,8,29.227257305802805,83.5826769958731,83.5826769958731,1004.0164346557455,5.463777047450533
AL041959,CINDY,1959-07-04,1800,,TD,31.0,-79.0,25,-999,1959-07-04,1959,7,4,31.0,-79.0,8,29.22696168818771,83.5773239406488,83.5773239406488,1004.0173520630302,5.4633563363867825
AL041959,CINDY,1959-07-05,0,,TD,30.5,-78.9,25,-999,1959-07-05,1959,7,5,30.5,-78.9,8,29.16250224975081,83.38560117669921,83.38560117669921,1005.2730295597086,5.347777477600937
AL041959,CINDY,1959-07-05,600,,TD,30.0,-78.7,25,-999,1959-07-05,1959,7,5,30.0,-78.7,8,29.162706997984767,83.37922584620702,83.37922584620702,1005.2718314780157,5.345559529827366
AL041959,CINDY,1959-07-05,1200,,TD,29.8,-78.5,25,-999,1959-07-05,1959,7,5,29.8,-78.5,8,29.1415918339975,84.19797303635387,84.19797303635387,1004.1396217321513,5.713414544439912
AL041959,CINDY,1959-07-05,1800,,TD,29.8,-78.3,25,-999,1959-07-05,1959,7,5,29.8,-78.3,8,29.141523352247916,84.19969667842386,84.19969667842386,1004.1394660837647,5.713544309994387
AL041959,CINDY,1959-07-06,0,,TD,30.0,-78.2,25,-999,1959-07-06,1959,7,6,30.0,-78.2,8,29.162280292541688,83.38328906046738,83.38328906046738,1005.2737455748943,5.346196652949272
AL041959,CINDY,1959-07-06,600,,TD,30.3,-78.0,25,-999,1959-07-06,1959,7,6,30.3,-78.0,8,29.1618858016846,83.38966077989926,83.38966077989926,1005.2756942906743,5.3479148811479815
AL041959,CINDY,1959-07-06,1200,,TD,30.5,-77.9,30,-999,1959-07-06,1959,7,6,30.5,-77.9,8,29.161650766462163,83.39366134185937,83.39366134185937,1005.2768665166274,5.3490268345430625
AL041959,CINDY,1959-07-06,1800,,TS,30.8,-77.7,35,-999,1959-07-06,1959,7,6,30.8,-77.7,8,29.161255321271693,83.40008635291447,83.40008635291447,1005.2788190821556,5.3507653449990595
AL041959,CINDY,1959-07-07,0,,TS,31.3,-77.4,40,-999,1959-07-07,1959,7,7,31.3,-77.4,8,29.160623165117563,83.41060592993578,83.41060592993578,1005.2819497301651,5.3536517170216555
AL041959,CINDY,1959-07-07,600,,TS,31.8,-77.2,40,-999,1959-07-07,1959,7,7,31.8,-77.2,8,29.160073236716848,83.42046408956571,83.42046408956571,1005.2846970677757,5.356468421136072
AL041959,CINDY,1959-07-07,1200,,TS,32.0,-77.0,45,-999,1959-07-07,1959,7,7,32.0,-77.0,8,29.133189386693832,83.70935864501176,83.70935864501176,1004.3712831175768,5.389001875082436
AL041959,CINDY,1959-07-07,1800,,TS,32.1,-76.9,50,-999,1959-07-07,1959,7,7,32.1,-76.9,8,29.11593365591051,83.50389746678589,83.50389746678589,1005.4947204752762,5.34651872037351
AL041959,CINDY,1959-07-08,0,,TS,32.2,-77.0,55,997,1959-07-08,1959,7,8,32.2,-77.0,8,29.13295867859829,83.71193455754867,83.71193455754867,1004.3695077033595,5.389497103124165
AL041959,CINDY,1959-07-08,600,,TS,32.3,-77.5,60,-999,1959-07-08,1959,7,8,32.3,-77.5,8,29.13330679675988,83.710994453755,83.710994453755,1004.3679374205791,5.389553417398688
AL041959,CINDY,1959-07-08,1200,,HU,32.4,-78.1,65,995,1959-07-08,1959,7,8,32.4,-78.1,8,29.13375053131115,83.7095497385873,83.7095497385873,1004.3662989230866,5.389556264181389
AL041959,CINDY,1959-07-08,1800,,HU,32.4,-78.7,65,-999,1959-07-08,1959,7,8,32.4,-78.7,8,29.134314752020803,83.70670559122016,83.70670559122016,1004.3656801677191,5.389282199681534
AL041959,CINDY,1959-07-09,0,,HU,32.6,-79.3,65,995,1959-07-09,1959,7,9,32.6,-79.3,8,29.225824155201433,83.94675819879625,83.94675819879625,1003.5229966669468,5.52048549697204
AL041959,CINDY,1959-07-09,400,L,HU,33.0,-79.6,65,995,1959-07-09,1959,7,9,33.0,-79.6,8,29.22595796887865,83.95070152599857,83.95070152599857,1003.5201524408766,5.520536675723869
AL041959,CINDY,1959-07-09,600,,TS,33.2,-79.8,50,-999,1959-07-09,1959,7,9,33.2,-79.8,8,29.226038796695907,83.95242664605729,83.95242664605729,1003.5186627936721,5.520531070597992
AL041959,CINDY,1959-07-09,1200,,TS,33.7,-80.1,35,-999,1959-07-09,1959,7,9,33.7,-80.1,8,29.22618949810048,83.95807695470688,83.95807695470688,1003.5149214027283,5.520666582229871
AL041959,CINDY,1959-07-09,1800,,TD,34.1,-80.3,30,-999,1959-07-09,1959,7,9,34.1,-80.3,8,29.127703481471613,83.92871728640166,83.92871728640166,1004.1588903701996,5.4542075871368425
AL041959,CINDY,1959-07-10,0,,TD,34.5,-79.9,30,-999,1959-07-10,1959,7,10,34.5,-79.9,8,29.126866070790314,83.93085575464367,83.93085575464367,1004.1631158686212,5.453929242772891
AL041959,CINDY,1959-07-10,600,,TD,35.1,-79.2,30,-999,1959-07-10,1959,7,10,35.1,-79.2,8,29.125508294081985,83.93437263561796,83.93437263561796,1004.1698935634819,5.45349402907826
AL041959,CINDY,1959-07-10,1200,,TS,35.9,-77.9,35,-999,1959-07-10,1959,7,10,35.9,-77.9,8,29.114490013480058,83.99290829910835,83.99290829910835,1004.367178866609,5.363526469280655
AL041959,CINDY,1959-07-10,1800,,TS,36.9,-76.4,40,-999,1959-07-10,1959,7,10,36.9,-76.4,8,28.096704717692916,85.25560972494688,85.25560972494688,1005.8751412587242,5.485420987349562
AL041959,CINDY,1959-07-11,0,,TS,38.0,-74.6,45,-999,1959-07-11,1959,7,11,38.0,-74.6,8,26.50188949998776,85.16739213257819,85.16739213257819,1006.5259249355823,4.759953901241086
AL041959,CINDY,1959-07-11,600,,TS,39.5,-72.7,50,-999,1959-07-11,1959,7,11,39.5,-72.7,8,25.84781316149799,85.56777345188553,85.56777345188553,1006.2834532376011,4.740161142815617
AL041959,CINDY,1959-07-11,1200,L,TS,41.7,-70.7,50,998,1959-07-11,1959,7,11,41.7,-70.7,8,25.7801777840385,86.51362977638954,86.51362977638954,1006.4556937771171,4.846903925997026
AL041959,CINDY,1959-07-11,1800,,EX,44.3,-67.7,45,1000,1959-07-11,1959,7,11,44.3,-67.7,8,25.217140831071184,87.03139055868687,87.03139055868687,1006.2122913856541,5.3956314727340615
AL041959,CINDY,1959-07-12,0,,EX,46.3,-64.9,40,-999,1959-07-12,1959,7,12,46.3,-64.9,8,24.688004841252265,84.70133240719895,84.70133240719895,1008.00095642758,4.590063461885099
AL041959,CINDY,1959-07-12,600,,EX,48.3,-62.0,35,-999,1959-07-12,1959,7,12,48.3,-62.0,8,22.9944081337782,85.4878360582561,85.4878360582561,1006.0389695016597,4.432741609017245
AL041959,CINDY,1959-07-12,1200,,EX,50.5,-59.1,30,-999,1959-07-12,1959,7,12,50.5,-59.1,8,20.930959406964597,86.74921411597013,86.74921411597013,1005.5160748859114,4.852170389847577
AL041959,CINDY,1959-07-12,1800,,EX,53.0,-56.2,25,-999,1959-07-12,1959,7,12,53.0,-56.2,8,20.08359852362068,87.73821631973861,87.73821631973861,1005.4644680034679,5.442712942541042
AL051959,DEBRA,1959-07-22,1800,,TD,27.5,-91.2,25,-999,1959-07-22,1959,7,22,27.5,-91.2,5,28.761878200490006,87.39969097998512,87.39969097998512,1001.0205898315913,7.078870947462169
AL051959,DEBRA,1959-07-23,0,,TD,27.6,-91.7,25,-999,1959-07-23,1959,7,23,27.6,-91.7,5,28.761812271918338,87.3998049566427,87.3998049566427,1001.020816540183,7.078924884589048
AL051959,DEBRA,1959-07-23,600,,TD,27.9,-92.3,30,-999,1959-07-23,1959,7,23,27.9,-92.3,5,28.761754602701572,87.39999436154507,87.39999436154507,1001.0209779855595,7.078936723110216
AL051959,DEBRA,1959-07-23,1200,,TD,28.2,-92.9,30,-999,1959-07-23,1959,7,23,28.2,-92.9,5,28.761372564588626,87.40056361844475,87.40056361844475,1001.0223272717419,7.079283227400592
AL051959,DEBRA,1959-07-23,1800,,TD,28.5,-93.5,30,-999,1959-07-23,1959,7,23,28.5,-93.5,5,28.760971021135948,87.40117875174064,87.40117875174064,1001.0237362352897,7.07963824371047
AL051959,DEBRA,1959-07-24,0,,TS,28.5,-94.1,35,-999,1959-07-24,1959,7,24,28.5,-94.1,5,28.760865264626442,87.40130652068386,87.40130652068386,1001.024121178622,7.079744893326162
AL051959,DEBRA,1959-07-24,600,,TS,28.3,-94.6,50,-999,1959-07-24,1959,7,24,28.3,-94.6,5,28.760746385655807,87.40135279407296,87.40135279407296,1001.0245943468482,7.079903263847145
AL051959,DEBRA,1959-07-24,1200,,HU,28.3,-95.0,65,-999,1959-07-24,1959,7,24,28.3,-95.0,5,28.79079448673794,87.2960619280333,87.2960619280333,1000.9445796964102,6.993713252960392
AL051959,DEBRA,1959-07-24,1800,,HU,28.4,-95.2,65,985,1959-07-24,1959,7,24,28.4,-95.2,5,28.790860245508632,87.29576354159376,87.29576354159376,1000.9446296198461,6.993878918596063
AL051959,DEBRA,1959-07-25,0,,HU,28.7,-95.2,70,984,1959-07-25,1959,7,25,28.7,-95.2,5,28.790624192423337,87.29714956323684,87.29714956323684,1000.9455743741006,6.993392597579486
AL051959,DEBRA,1959-07-25,500,L,HU,29.1,-95.2,75,980,1959-07-25,1959,7,25,29.1,-95.2,5,28.790304649019767,87.29902026788638,87.29902026788638,1000.946860778169,6.99273646354986
AL051959,DEBRA,1959-07-25,600,,HU,29.2,-95.2,75,980,1959-07-25,1959,7,25,29.2,-95.2,5,28.790223893267104,87.29949204102853,87.29949204102853,1000.9471872424609,6.9925710452710685
AL051959,DEBRA,1959-07-25,1200,,TS,29.5,-95.1,55,986,1959-07-25,1959,7,25,29.5,-95.1,5,28.789907074025482,87.30129762095171,87.30129762095171,1000.9483086924951,6.9919081515186265
AL051959,DEBRA,1959-07-25,1800,,TS,30.0,-95.1,50,-999,1959-07-25,1959,7,25,30.0,-95.1,5,28.678447293333377,86.91590608918283,86.91590608918283,1000.8371029910726,7.070368420139259
AL051959,DEBRA,1959-07-26,0,,TS,30.6,-95.1,40,-999,1959-07-26,1959,7,26,30.6,-95.1,5,28.67832295208542,86.91117998046998,86.91117998046998,1000.8319614102386,7.0704976773022645
AL051959,DEBRA,1959-07-26,600,,TD,31.3,-95.2,30,-999,1959-07-26,1959,7,26,31.3,-95.2,5,28.67817900173076,86.90578958302379,86.90578958302379,1000.8261635531413,7.070648722162839
AL051959,DEBRA,1959-07-26,1200,,TD,32.1,-95.4,30,-999,1959-07-26,1959,7,26,32.1,-95.4,5,28.815751782519516,87.59519100924383,87.59519100924383,999.5520579280651,6.92372512331015
AL051959,DEBRA,1959-07-26,1800,,TD,33.1,-95.6,25,-999,1959-07-26,1959,7,26,33.1,-95.6,5,28.815095737092665,87.59316107900402,87.59316107900402,999.5432473366525,6.927330596908263
AL051959,DEBRA,1959-07-27,0,,TD,34.1,-96.2,25,-999,1959-07-27,1959,7,27,34.1,-96.2,5,28.86235081884482,87.8704831725279,87.8704831725279,999.2633962174095,6.944082494972466
AL051959,DEBRA,1959-07-27,600,,TD,35.0,-97.1,25,-999,1959-07-27,1959,7,27,35.0,-97.1,5,28.885102767465234,88.248017255427,88.248017255427,998.7929028330323,6.978406417369212
