,ID,Name,Date,Year,Month,Day,Time,Event,Status,Latitude,Longitude,Maximum Wind,Minimum Pressure,Low Wind NE,Low Wind SE,Low Wind SW,Low Wind NW,Moderate Wind NE,Moderate Wind SE,Moderate Wind SW,Moderate Wind NW,High Wind NE,High Wind SE,High Wind SW,High Wind NW,Date_c,Duration,sst,rhum,wspd,slp,cldc
660,AL031958,CLEO,1958-08-14,1958,8,14,1200,,HU,14.0,-45.7,100,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-08-14,4,29.403391768996485,80.20170424821936,80.20170424821936,1009.6289214534232,5.285176390127623
661,AL031958,CLEO,1958-08-14,1958,8,14,1800,,HU,14.6,-47.1,100,960,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-08-14,4,29.67220733050972,82.1567154243456,82.1567154243456,1010.3681652949547,5.776283661463413
662,AL031958,CLEO,1958-08-15,1958,8,15,0,,HU,15.2,-48.3,105,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-08-15,4,29.571446995048664,82.25568694585002,82.25568694585002,1010.1921275010975,5.735188012613937
663,AL031958,CLEO,1958-08-15,1958,8,15,600,,HU,15.9,-49.0,110,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-08-15,4,28.277792937684833,83.53449189594758,83.53449189594758,1008.3884658688993,5.769828779318059
664,AL031958,CLEO,1958-08-15,1958,8,15,1200,,HU,16.7,-49.4,115,951,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-08-15,4,28.495529159112717,83.50248503666351,83.50248503666351,1008.7066787925086,6.209225536457761
665,AL031958,CLEO,1958-08-15,1958,8,15,1800,,HU,18.1,-49.6,120,947,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-08-15,4,28.396860835913543,84.26845544961284,84.26845544961284,1009.3117558220417,4.695851341550031
666,AL031958,CLEO,1958-08-16,1958,8,16,0,,HU,19.8,-49.9,115,953,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-08-16,4,28.405262979721204,84.22515886821866,84.22515886821866,1009.3230261910585,4.6947991278455214
667,AL031958,CLEO,1958-08-16,1958,8,16,600,,HU,21.3,-50.4,115,956,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-08-16,4,28.724098000382742,84.3159524691465,84.3159524691465,1010.6916965045283,3.969760719550765
668,AL031958,CLEO,1958-08-16,1958,8,16,1200,,HU,22.7,-51.0,110,954,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-08-16,4,28.89041020404735,79.08797648038573,79.08797648038573,1010.9299107404064,3.3374235259612544
669,AL031958,CLEO,1958-08-16,1958,8,16,1800,,HU,24.1,-51.6,100,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-08-16,4,29.285765847485713,78.46016044395292,78.46016044395292,1010.8754497477755,3.5467693898966006
670,AL051958,ELLA,1958-08-30,1958,8,30,1200,,TS,13.8,-60.0,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-08-30,6,29.01776777466222,82.29921159480577,82.29921159480577,1008.0974618746528,5.671140738025848
671,AL051958,ELLA,1958-08-30,1958,8,30,1800,,TS,14.8,-61.9,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-08-30,6,29.24623408901939,81.84591136825989,81.84591136825989,1008.2325238744676,6.134660047090883
672,AL051958,ELLA,1958-08-31,1958,8,31,0,,TS,15.5,-63.8,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-08-31,6,29.08559483768703,82.4753594054214,82.4753594054214,1007.5677897388404,5.4321118552880705
673,AL051958,ELLA,1958-08-31,1958,8,31,600,,TS,15.9,-65.5,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-08-31,6,29.072646694257756,82.09062939237457,82.09062939237457,1007.7557901315729,5.062369113162479
674,AL051958,ELLA,1958-08-31,1958,8,31,1200,,HU,16.0,-67.2,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-08-31,6,29.07432958716432,81.38498970395679,81.38498970395679,1007.8487451454918,5.332699726556435
675,AL051958,ELLA,1958-08-31,1958,8,31,1800,,HU,16.3,-69.0,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-08-31,6,28.84588160161346,81.91728951609686,81.91728951609686,1006.7807006072908,4.95589099310385
676,AL051958,ELLA,1958-09-01,1958,9,1,0,,HU,16.8,-70.7,75,983,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-01,6,28.381271879366228,83.6731981822859,83.6731981822859,1006.98180911781,5.089711406233202
677,AL051958,ELLA,1958-09-01,1958,9,1,600,,HU,17.5,-72.1,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-01,6,29.01600986756752,79.76072498631135,79.76072498631135,1006.8527210524587,3.58965285663845
678,AL051958,ELLA,1958-09-01,1958,9,1,1200,L,HU,18.2,-73.4,95,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-01,6,28.631742485439577,87.21662940929485,87.21662940929485,1006.8166427314972,3.566766131545273
679,AL051958,ELLA,1958-09-01,1958,9,1,1800,,HU,19.1,-74.8,70,995,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-01,6,28.60573571821051,86.75190554321027,86.75190554321027,1006.8280889121344,3.7481493504524845
680,AL051958,ELLA,1958-09-02,1958,9,2,0,L,HU,20.0,-76.2,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-02,6,28.47823903258824,84.08274512270998,84.08274512270998,1007.0221093458573,4.514982648836584
681,AL051958,ELLA,1958-09-02,1958,9,2,600,,TS,20.7,-77.4,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-02,6,28.553991720196272,83.95847436979854,83.95847436979854,1007.9248314341039,4.579509946011449
682,AL051958,ELLA,1958-09-02,1958,9,2,1200,,TS,21.1,-78.2,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-02,6,28.554020606937243,83.95803960167198,83.95803960167198,1007.9257188197233,4.579544795090092
683,AL051958,ELLA,1958-09-02,1958,9,2,1800,,TS,21.3,-79.2,45,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-02,6,28.470853354481708,84.68926934729542,84.68926934729542,1008.2168471641336,5.135975489773788
684,AL051958,ELLA,1958-09-03,1958,9,3,0,,TS,21.5,-80.4,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-03,6,28.470884885864375,84.68987605715651,84.68987605715651,1008.2183315616228,5.136249660809254
685,AL051958,ELLA,1958-09-03,1958,9,3,600,,TS,21.7,-81.7,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-03,6,28.46029410895711,85.57661739242532,85.57661739242532,1007.9560350910142,5.647258800332516
686,AL051958,ELLA,1958-09-03,1958,9,3,1100,L,TS,21.8,-82.7,55,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-03,6,28.460462518498996,85.57432808820535,85.57432808820535,1007.9577704839378,5.645845162701969
687,AL051958,ELLA,1958-09-03,1958,9,3,1200,,TS,21.9,-83.0,55,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-03,6,28.58627282147354,85.87671660054895,85.87671660054895,1007.0215908552624,5.558827111651341
688,AL051958,ELLA,1958-09-03,1958,9,3,1700,L,TS,22.1,-84.0,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-03,6,28.670864357100196,86.57505472229363,86.57505472229363,1005.961147295259,5.542330094397123
689,AL051958,ELLA,1958-09-03,1958,9,3,1800,,TS,22.1,-84.2,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-03,6,28.670721383602746,86.5750950009063,86.5750950009063,1005.9620441103714,5.541993465943193
690,AL051958,ELLA,1958-09-04,1958,9,4,0,,TS,22.4,-85.4,60,1001,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-04,6,28.68530608185746,86.43974321576933,86.43974321576933,1005.9814495045805,5.36633785649181
691,AL051958,ELLA,1958-09-04,1958,9,4,600,,TS,22.8,-86.6,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-04,6,28.68433326449331,86.44149698277899,86.44149698277899,1005.985706147213,5.366685971546387
692,AL051958,ELLA,1958-09-04,1958,9,4,1200,,TS,23.2,-87.7,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-04,6,28.753131747791475,86.27705082418441,86.27705082418441,1005.8888707493513,5.4963581649214674
693,AL051958,ELLA,1958-09-04,1958,9,4,1800,,TS,23.8,-88.8,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-04,6,28.752817573116786,86.27735337194137,86.27735337194137,1005.8908113719962,5.496903801740365
694,AL051958,ELLA,1958-09-05,1958,9,5,0,,TS,24.7,-90.1,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-05,6,28.73862568234125,86.08181017256715,86.08181017256715,1005.5388375088806,5.547960793748089
695,AL061958,FIFI,1958-09-05,1958,9,5,600,,TS,12.4,-50.3,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-05,5,29.065135272543845,84.91623066821903,84.91623066821903,1009.0427007303252,5.688761873159896
696,AL061958,FIFI,1958-09-05,1958,9,5,1200,,TS,13.5,-52.1,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-05,5,28.896625897232006,84.8274512588453,84.8274512588453,1008.6926417987694,6.043732035080989
697,AL061958,FIFI,1958-09-05,1958,9,5,1800,,TS,14.4,-53.7,45,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-05,5,28.300872975645056,83.91531664494958,83.91531664494958,1007.4681212391041,5.862390773828591
698,AL061958,FIFI,1958-09-06,1958,9,6,0,,TS,15.2,-54.9,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-06,5,28.389286060393484,84.08901679798451,84.08901679798451,1007.4905300645561,5.832431234235621
699,AL061958,FIFI,1958-09-06,1958,9,6,600,,HU,15.9,-56.1,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-06,5,28.962436211842874,84.47621190323495,84.47621190323495,1006.7744268278747,6.340923029238837
700,AL061958,FIFI,1958-09-06,1958,9,6,1200,,HU,16.6,-57.1,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-06,5,29.805661923858125,90.33602327239547,90.33602327239547,1006.6366287836443,5.545492147743388
701,AL061958,FIFI,1958-09-06,1958,9,6,1800,,HU,17.5,-58.3,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-06,5,29.650751238913834,89.66779573158193,89.66779573158193,1006.6671466551588,5.6290508145244775
702,AL061958,FIFI,1958-09-07,1958,9,7,0,,TS,18.5,-59.6,60,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-07,5,28.41812877738105,85.60984200336335,85.60984200336335,1006.8403297698613,6.349073948251656
703,AL061958,FIFI,1958-09-07,1958,9,7,600,,TS,19.5,-60.9,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-07,5,28.449069880689752,85.62079401900411,85.62079401900411,1006.818622200513,6.293111619726028
704,AL061958,FIFI,1958-09-07,1958,9,7,1200,,TS,20.5,-62.1,60,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-07,5,28.473830824233385,84.89506459548716,84.89506459548716,1006.2361605144582,5.600176867392626
705,AL061958,FIFI,1958-09-07,1958,9,7,1800,,TS,21.1,-63.1,60,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-07,5,28.193068069537784,82.94386601646976,82.94386601646976,1008.6136463027881,5.104055331975915
706,AL061958,FIFI,1958-09-08,1958,9,8,0,,TS,21.6,-63.8,55,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-08,5,28.208819630655814,83.16978683076404,83.16978683076404,1008.3238345993567,5.125645897087201
707,AL061958,FIFI,1958-09-08,1958,9,8,600,,TS,22.1,-64.4,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-08,5,27.909333188117706,83.38209018462776,83.38209018462776,1007.3839121283634,5.206744386434586
708,AL061958,FIFI,1958-09-08,1958,9,8,1200,,TS,22.6,-64.9,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-08,5,27.92545014608635,83.37992595809067,83.37992595809067,1007.3638180669584,5.2074176430415084
709,AL061958,FIFI,1958-09-08,1958,9,8,1800,,TS,22.9,-65.4,55,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-08,5,27.951533695218835,83.99796393636687,83.99796393636687,1007.764501577564,4.540153171577994
710,AL061958,FIFI,1958-09-09,1958,9,9,0,,TS,23.2,-65.8,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-09,5,27.970524833165317,83.99616627765921,83.99616627765921,1007.724345952845,4.575551132253604
711,AL061958,FIFI,1958-09-09,1958,9,9,600,,TS,23.4,-66.1,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-09,5,27.98501879802584,83.99480959843889,83.99480959843889,1007.6937022093581,4.602563026326341
712,AL061958,FIFI,1958-09-09,1958,9,9,1200,,TS,23.6,-66.3,40,1003,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-09,5,27.995243301262704,83.99380195829067,83.99380195829067,1007.6720946707057,4.621624493664858
713,AL061958,FIFI,1958-09-09,1958,9,9,1800,,TS,23.8,-66.4,35,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-09,5,28.00212219783282,83.99303394850125,83.99303394850125,1007.6575702818237,4.634461460251837
714,AL061958,FIFI,1958-09-10,1958,9,10,0,,TS,24.1,-66.6,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-10,5,28.223779775297846,84.2530409948164,84.2530409948164,1007.1684860880536,5.067377431893533
715,AL061958,FIFI,1958-09-10,1958,9,10,600,,TS,24.6,-66.8,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-10,5,28.223622466071316,84.25119695796933,84.25119695796933,1007.1684935318441,5.067770238730942
716,AL071958,GERDA,1958-09-14,1958,9,14,600,,TS,17.4,-67.5,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-14,6,28.402772259589227,85.93414454399952,85.93414454399952,1004.5508948939997,5.714235568729152
717,AL071958,GERDA,1958-09-14,1958,9,14,1200,,TS,17.5,-69.4,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-14,6,28.348066234982365,83.526274567035,83.526274567035,1007.0565807275943,5.095395007925972
718,AL071958,GERDA,1958-09-14,1958,9,14,1800,,TS,17.8,-70.6,50,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-14,6,28.384090640238878,83.68743079461692,83.68743079461692,1006.9752769461745,5.089501452060456
719,AL071958,GERDA,1958-09-14,1958,9,14,2100,L,TS,18.0,-71.2,50,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-14,6,28.10844646107832,88.07074967216742,88.07074967216742,1007.9414169379543,4.220115056206842
720,AL071958,GERDA,1958-09-15,1958,9,15,0,,TS,18.1,-71.9,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-15,6,28.1207677672161,87.92164185795389,87.92164185795389,1007.8987859398059,4.241410813203767
721,AL071958,GERDA,1958-09-15,1958,9,15,600,,DB,18.3,-73.4,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-15,6,28.634952511229994,87.27416833436337,87.27416833436337,1006.8152141533816,3.5442945453391617
722,AL071958,GERDA,1958-09-15,1958,9,15,1200,,DB,18.5,-75.9,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-15,6,28.599979249413433,83.86966012242017,83.86966012242017,1007.8139420370707,4.379738111752779
723,AL071958,GERDA,1958-09-15,1958,9,15,1800,,DB,18.7,-78.6,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-15,6,28.566998003760396,83.78939847429494,83.78939847429494,1008.5670147628839,4.548018260538273
724,AL071958,GERDA,1958-09-19,1958,9,19,1800,,TS,22.5,-96.5,35,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-19,6,28.86187536363415,86.35533528561497,86.35533528561497,1005.1663295036486,5.392440254548387
725,AL071958,GERDA,1958-09-20,1958,9,20,0,,TS,23.3,-97.2,40,1001,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-20,6,28.79000945814968,86.4432263749181,86.4432263749181,1004.9492715301081,5.259371128429048
726,AL071958,GERDA,1958-09-20,1958,9,20,600,,TS,24.1,-97.6,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-20,6,28.58212268385012,85.45383540940733,85.45383540940733,1005.6559312210318,5.300391998969067
727,AL071958,GERDA,1958-09-20,1958,9,20,800,L,TS,24.5,-97.7,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-20,6,28.58159281079071,85.45119657140614,85.45119657140614,1005.6558563749118,5.30034995275998
728,AL091958,ILSA,1958-09-24,1958,9,24,600,,TS,17.5,-51.5,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-24,4,28.18064871581122,85.4120082950579,85.4120082950579,1007.3196541510965,5.319613545624536
729,AL091958,ILSA,1958-09-24,1958,9,24,1200,,TS,17.7,-52.9,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-24,4,28.24876014786355,85.29418180722712,85.29418180722712,1007.4001795053609,5.345890818496537
730,AL091958,ILSA,1958-09-24,1958,9,24,1800,,TS,17.9,-54.3,50,998,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-24,4,28.50892297412544,84.1993019832187,84.1993019832187,1007.831930011691,5.751344494210263
731,AL091958,ILSA,1958-09-25,1958,9,25,0,,TS,18.0,-55.6,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-25,4,28.513691256658916,82.39186504599603,82.39186504599603,1006.2036289551825,5.6376233142723535
732,AL091958,ILSA,1958-09-25,1958,9,25,600,,TS,18.1,-56.8,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-25,4,28.53572048615982,82.58964998341925,82.58964998341925,1006.3208326111059,5.656595345259802
733,AL091958,ILSA,1958-09-25,1958,9,25,1200,,HU,18.3,-58.1,65,986,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-25,4,28.823969484471665,85.5884339488677,85.5884339488677,1006.4903227101923,6.241133128642987
734,AL091958,ILSA,1958-09-25,1958,9,25,1800,,HU,18.6,-59.3,70,980,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-25,4,28.40908148306966,85.60665925330646,85.60665925330646,1006.8466790652931,6.365382879891643
735,AL091958,ILSA,1958-09-26,1958,9,26,0,,HU,19.0,-60.0,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-26,4,28.42425239183457,85.61204048300809,85.61204048300809,1006.8360375937946,6.337946838276125
736,AL091958,ILSA,1958-09-26,1958,9,26,600,,HU,19.4,-60.5,90,962,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-26,4,28.439341633824455,85.61740230609033,85.61740230609033,1006.8254542152971,6.310627857210895
737,AL091958,ILSA,1958-09-26,1958,9,26,1200,,HU,19.7,-60.8,95,956,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-26,4,28.448549121044774,85.62068786727087,85.62068786727087,1006.818997697555,6.293925217776339
738,AL091958,ILSA,1958-09-26,1958,9,26,1800,,HU,20.0,-61.1,95,957,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-26,4,28.47447190534711,84.90644082255808,84.90644082255808,1006.2213379269233,5.600075232909243
739,AL091958,ILSA,1958-09-27,1958,9,27,0,,HU,20.4,-61.3,90,966,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-27,4,28.47611624870648,84.93453100821087,84.93453100821087,1006.1848754120816,5.599949020017288
740,AL091958,ILSA,1958-09-27,1958,9,27,600,,HU,20.9,-61.3,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-27,4,28.478119741624397,84.96851572519812,84.96851572519812,1006.1407941367867,5.599844121645331
741,AL091958,ILSA,1958-09-27,1958,9,27,800,R,HU,21.2,-61.2,65,990,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-27,4,28.478244037239183,84.97079659351512,84.97079659351512,1006.1378124597039,5.599806910688089
742,AL091958,ILSA,1958-09-27,1958,9,27,1200,,HU,21.9,-61.1,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-27,4,28.47461277790866,84.91208761977825,84.91208761977825,1006.2135750524377,5.599475356474879
743,AL091958,ILSA,1958-09-27,1958,9,27,1800,,HU,23.2,-61.0,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-27,4,28.448487629250863,83.37414339790818,83.37414339790818,1006.5796669825871,4.922835423348986
744,AL091958,ILSA,1958-09-28,1958,9,28,0,,HU,24.5,-61.1,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1958-09-28,4,27.843030033831496,80.60012004236074,80.60012004236074,1008.2282085416308,5.7240619047201315
745,AL021959,BEULAH,1959-06-15,1959,6,15,1800,,TS,21.1,-94.7,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1959-06-15,3,29.87998320652242,83.25257943978795,83.25257943978795,1000.6430949647453,5.187479037267822
746,AL021959,BEULAH,1959-06-16,1959,6,16,0,,TS,21.6,-95.2,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1959-06-16,3,29.635601443140068,85.36998708382593,85.36998708382593,1001.2299080183102,6.143935731839651
747,AL021959,BEULAH,1959-06-16,1959,6,16,600,,TS,22.1,-95.7,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1959-06-16,3,29.63341247481676,85.35048318762273,85.35048318762273,1001.2753545568805,6.14314426535761
748,AL021959,BEULAH,1959-06-16,1959,6,16,1200,,TS,22.5,-96.1,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1959-06-16,3,29.633405125409485,85.35056616216329,85.35056616216329,1001.2753177900804,6.143168297005255
749,AL021959,BEULAH,1959-06-16,1959,6,16,1800,,TS,22.8,-96.3,60,987,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1959-06-16,3,29.63339066692776,85.35080566039724,85.35080566039724,1001.2744318168584,6.143202949757906
750,AL021959,BEULAH,1959-06-17,1959,6,17,0,,TS,22.9,-96.4,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1959-06-17,3,29.63338884609302,85.35082830344507,85.35082830344507,1001.2744133975273,6.143208878978154
751,AL021959,BEULAH,1959-06-17,1959,6,17,600,,TS,23.0,-96.5,60,985,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1959-06-17,3,29.633387032941737,85.35085127905901,85.35085127905901,1001.2743934077615,6.143214784326774
752,AL021959,BEULAH,1959-06-17,1959,6,17,1200,,TS,23.0,-96.7,50,992,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1959-06-17,3,29.633405195343194,85.35050287232995,85.35050287232995,1001.276083154457,6.143180835902084
753,AL021959,BEULAH,1959-06-17,1959,6,17,1800,,TS,22.9,-96.9,50,992,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1959-06-17,3,29.6334341483076,85.34995701078185,85.34995701078185,1001.2786403602117,6.143124286181371
754,AL021959,BEULAH,1959-06-18,1959,6,18,0,,TS,22.6,-97.0,45,997,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1959-06-18,3,29.65249171351291,84.99383985761358,84.99383985761358,1001.520735790257,5.998687857727796
755,AL021959,BEULAH,1959-06-18,1959,6,18,600,,TS,22.3,-97.1,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1959-06-18,3,29.652078570337025,84.99190271490528,84.99190271490528,1001.5261410770544,5.998687713439569
756,AL021959,BEULAH,1959-06-18,1959,6,18,1200,,TS,22.1,-97.2,35,1001,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1959-06-18,3,29.65177065173849,84.99046374087298,84.99046374087298,1001.5301721877648,5.998685631279246
757,AL021959,BEULAH,1959-06-18,1959,6,18,1800,,TS,22.0,-97.3,35,1001,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1959-06-18,3,29.651566314179735,84.98951473480419,84.98951473480419,1001.5328524219534,5.998681279989287
758,AL111959,JUDITH,1959-10-14,1959,10,14,1200,,TS,14.0,-75.3,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1959-10-14,3,28.183932794444985,80.3240087398453,80.3240087398453,1010.3866882567337,5.005293551026059
759,AL111959,JUDITH,1959-10-14,1959,10,14,1800,,TS,14.0,-77.0,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1959-10-14,3,28.24778664811593,81.82314937061685,81.82314937061685,1010.0771402913462,5.380314099246196
760,AL111959,JUDITH,1959-10-15,1959,10,15,0,,TS,14.1,-78.5,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1959-10-15,3,28.250196974207658,81.81559533760421,81.81559533760421,1010.077688066044,5.379472417042788
761,AL111959,JUDITH,1959-10-15,1959,10,15,600,,TS,14.3,-79.7,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1959-10-15,3,28.631339954711716,81.95302413278176,81.95302413278176,1009.3571924761778,5.169715336736404
762,AL111959,JUDITH,1959-10-17,1959,10,17,1800,,TS,23.8,-84.5,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1959-10-17,3,28.390372832418358,82.18394148459332,82.18394148459332,1009.0230795671542,5.016714993982717
763,AL021960,ABBY,1960-07-09,1960,7,9,1200,,TS,12.0,-55.8,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1960-07-09,6,29.57179554761644,81.11719594650208,81.11719594650208,1008.1370865219288,5.124030274170925
