Date,Year,Month,sst,rhum,slp,wspd,vwnd,cldc
1949-01-01,1949,1,25.81642892020089,81.777734375,1014.4861577181208,7.629869069484686,-3.508607573856581,4.426823353607382
1949-02-01,1949,2,25.695947584763072,81.17624421296296,1013.2098214285714,5.9089821979498405,-2.460189139007763,3.7195845460580066
1949-03-01,1949,3,25.87659061316288,79.32614087301587,1013.1593528368794,5.654367366307218,-2.4799271704445425,3.7517591976950353
1949-04-01,1949,4,27.21709020813899,81.78798577724359,1013.0945601851852,4.849104696245336,-0.46193831714231576,2.909899063692748
1949-05-01,1949,5,28.326788463731752,79.6255649535124,1011.9770833333333,4.346907142254946,0.564965447075933,3.120588695729962
1949-06-01,1949,6,28.960633293030753,82.24043588789682,1009.9710996240601,4.496543482730263,2.193836183476269,3.8477191347064394
1949-07-01,1949,7,28.931197916666665,81.67495265151516,1010.1050955414013,4.284204568073249,1.5523582507090963,4.456026696855096
1949-08-01,1949,8,29.090859116307946,81.3890823143116,1009.6802491830065,4.230066636029412,1.346864687851052,4.4622277266142385
1949-09-01,1949,9,28.72986260775862,83.32158786147389,1009.4246323529412,4.434453755040322,0.5543886246219758,4.7659936044730395
1949-10-01,1949,10,28.563478331634965,82.2638554393797,1009.7451584507043,6.022184989821743,-0.22126565852635344,4.840696498325893
1949-11-01,1949,11,27.94993137668919,81.71059120124113,1011.8211570945946,6.697433884079392,-1.471012321678368,4.035118309227196
1949-12-01,1949,12,27.186561584472656,82.059953125,1011.3815307617188,7.193643259447675,-2.397052617036095,4.46044921875
1950-01-01,1950,1,26.61865780958489,80.16606404958678,1012.69921875,6.274566208106884,-2.709707951200181,4.1394007327782845
1950-02-01,1950,2,25.996198669938018,78.34854154497664,1012.883875,6.633078237680288,-2.4016127366286057,3.96587519682655
1950-03-01,1950,3,26.414720703125,80.42105102539062,1013.1345159774436,5.954330216592817,-2.0627587161847014,4.087091619318182
1950-04-01,1950,4,27.401395203637296,81.7882308959961,1011.0963541666666,4.909926684934701,-0.4543263449597715,3.146994519589552
1950-05-01,1950,5,28.47296905517578,80.00748208411655,1010.5775629496403,5.476332410633993,0.5169808367173448,4.291411481584821
1950-06-01,1950,6,28.89621604025901,81.92865668402777,1009.3932926829268,4.850322265625,2.07648193359375,4.65038671875
1950-07-01,1950,7,29.033083089192708,81.66435215836864,1007.9782849409448,5.0421277143823815,2.375749723179134,5.184903583829365
1950-08-01,1950,8,28.283785983248872,82.92772533275463,1007.8569504310345,4.90613562319459,1.9568083947446167,5.109233439469538
1950-09-01,1950,9,28.832018919665405,82.90838815789473,1007.8691037735849,4.910578801081731,0.5258679023155799,5.305647940005896
1950-10-01,1950,10,28.090939252804485,80.47102007949562,1010.6977982954545,5.345116069298665,-1.0372501984807372,4.423469312263258
1950-11-01,1950,11,27.55814484627016,80.55340786637932,1009.745018115942,6.262805527062725,-2.0247462430446266,3.7656820255474455
1950-12-01,1950,12,26.74131692102713,79.44028197216386,1012.0717176258993,7.539570101731115,-4.750430319806655,4.100716027030109
1951-01-01,1951,1,26.12698543772978,80.41235135508849,1013.2579241071429,7.543287004743304,-3.4877125331333705,4.18070068359375
1951-02-01,1951,2,25.998846905048076,81.6592987804878,1011.8266937022901,6.792708088580827,-2.4744345299283363,4.38720703125
1951-03-01,1951,3,26.57888303103147,79.87951832086267,1013.2062908496732,6.611701516544118,-2.5367292017718546,3.7434049907483553
1951-04-01,1951,4,27.532131419462317,84.59383945610686,1012.5815217391304,7.076305444689765,-1.0568829964900361,3.5311403136322466
1951-05-01,1951,5,28.13066930578859,82.86036512586806,1011.8491666666666,5.419135335286458,0.3611357625325521,3.6913216145833334
1951-06-01,1951,6,28.85826994243421,80.2914813701923,1010.4269701086956,5.3156751267453455,1.5370938997742132,4.052464261968085
1951-07-01,1951,7,29.130754743303573,81.1447578125,1010.2690972222222,4.87104637943097,1.0642560133293493,4.332076798624067
1951-08-01,1951,8,28.665177582003547,82.45846354166666,1009.1910460992908,6.000993011691046,2.1815622749058066,5.44212646484375
1951-09-01,1951,9,29.31247922207447,81.25107201597744,1010.0176339285714,4.513662418849032,0.6990159800354864,4.042939521897007
1951-10-01,1951,10,29.13070816532258,82.10198479729729,1010.3851512738853,5.5063068365595145,-0.09764128278015526,4.551908052884615
1951-11-01,1951,11,28.221585398706896,82.11819970346716,1011.6416952054794,7.245686570258989,-3.118080870745933,4.62067450161638
1951-12-01,1951,12,27.296296296296298,82.05878044577206,1012.887854609929,8.691277253712324,-3.8729771823747785,4.912751759197695
1952-01-01,1952,1,26.65721686154801,79.33505147971854,1014.467619243421,8.013289602179276,-3.2534848263389184,4.258532072368421
1952-02-01,1952,2,26.49457732724472,80.56164117907801,1013.9053758741259,6.200414197198276,-2.3361353380926726,3.7965365705818965
1952-03-01,1952,3,26.78706090590533,81.12607130363806,1012.8139613309353,5.211512723415018,-1.0677676852658498,3.442009525022645
1952-04-01,1952,4,27.716013234812063,81.36753771551724,1012.822131849315,5.416645206817209,-0.39164284484027184,3.462313717358733
1952-05-01,1952,5,28.53168023382867,83.0852819055944,1011.0730603448276,4.65122601775085,0.780546538683833,3.9856903698979593
1952-06-01,1952,6,29.363816122972327,82.18754842458678,1009.95625,6.053054926049619,1.6396966599326097,4.068451397235577
1952-07-01,1952,7,29.16780836564781,81.54055304276316,1009.0018318965517,5.938899178340518,2.6382780930091596,5.160673154633621
1952-08-01,1952,8,28.99926919495033,82.96437840813758,1008.5804893092105,5.66092240182977,1.8918440969366777,5.357498468137255
1952-09-01,1952,9,29.118984941123188,81.63699363425926,1009.21875,5.026460435655382,0.5905575222439237,4.7409617106119795
1952-10-01,1952,10,28.979791891163792,84.55835139142336,1009.7472363945578,6.586057079081633,-0.36482820056733634,5.1080916121199325
1952-11-01,1952,11,28.078118658685064,82.50257225285948,1010.5175540123457,6.662285698784722,-2.0093197292751737,4.05615234375
1952-12-01,1952,12,27.198162468112244,82.09110597363946,1012.9319045608108,8.718014233732877,-4.119518541309931,4.92498119457348
1953-01-01,1953,1,26.458729918573944,79.10764723557692,1014.1712239583334,7.289241817079741,-3.807721999595905,4.206859509698276
1953-02-01,1953,2,26.218973795572918,82.16618049918831,1015.2199596774194,7.0594938254054584,-3.086391014388845,4.739213001878956
1953-03-01,1953,3,26.767169688482703,82.43792647349683,1013.3185927672956,6.467438507080078,-1.5058107376098633,3.3187210083007814
1953-04-01,1953,4,27.407782832278482,83.037211499183,1012.2215998427673,5.441195889838837,-0.8660361811799823,3.6202299866495253
1953-05-01,1953,5,28.56934862012987,81.27928385416666,1011.3581730769231,4.8744252522786455,0.9092325063852164,3.7858730218349357
1953-06-01,1953,6,29.309031628024194,81.201953125,1010.1598557692307,5.9817846990694665,1.3994280578224523,4.1216286823248405
1953-07-01,1953,7,29.319540185866014,81.87773182189542,1009.9491441082803,4.969937055538862,1.9131426688952324,4.249967134915865
1953-08-01,1953,8,29.17886755601415,84.69802934695512,1007.596450617284,6.747840410397377,2.693952207212095,5.5913266782407405
1953-09-01,1953,9,29.007418724798388,81.55093443627452,1009.6358097484276,5.071574277098074,0.7812595967226809,4.958210232891614
1953-10-01,1953,10,28.75166516426282,81.75156880040322,1010.5565929878048,5.614270093964367,-0.9778027418183117,4.155452076981708
1953-11-01,1953,11,28.394939181170887,81.5537480221519,1011.729486196319,7.026075117427148,-1.7128200413990606,4.2962923576495395
1953-12-01,1953,12,27.304690867456898,82.19716389973958,1012.8680555555555,8.38407978258635,-3.20197215833162,4.813687193627451
1954-01-01,1954,1,26.757562255859376,78.50381174395162,1011.953515625,6.124626922607422,-2.260060501098633,3.807478332519531
1954-02-01,1954,2,26.25936696499209,80.65393880208333,1013.2678852201258,6.651963632318038,-2.6300614755364915,4.484149401700949
1954-03-01,1954,3,26.413577452400663,80.52813679739933,1013.2302684294872,6.627154000197785,-2.5834165162678007,4.108829546578323
1954-04-01,1954,4,27.541655441810345,81.44208984375,1011.5939640410959,5.208494839602953,-0.18260067456389126,3.098587663206336
1954-05-01,1954,5,28.597669270833332,80.55798595935315,1010.7327724358975,5.763976268279246,0.5183990674141126,3.5089393028846154
1954-06-01,1954,6,29.21502800707547,79.63819997902685,1010.181640625,5.37762565612793,1.8192520141601562,4.125582885742188
1954-07-01,1954,7,29.506394012064874,80.23306868912337,1009.3304140127389,4.604713391346537,1.6864351892167595,4.148378408638535
1954-08-01,1954,8,29.569197289737655,82.21662159455128,1007.3706597222222,6.066359531732253,2.194939884138696,5.480720472631988
1954-09-01,1954,9,28.808449328785212,83.82168534873189,1007.9688555743244,6.135540936444257,1.5356098896748311,5.504782480736301
1954-10-01,1954,10,28.644968606211656,80.60758981886943,1010.7735339506173,5.374260796440972,-0.9599982367621528,4.525895483699846
1954-11-01,1954,11,28.02594998516614,80.45745889501634,1010.6517857142857,6.852751922607422,-0.7492483139038086,4.347172517954193
1954-12-01,1954,12,26.90306640625,79.23561789772727,1012.2522764900663,8.219736263451987,-4.523838472682119,4.604603748447848
1955-01-01,1955,1,25.83134051067073,80.06148587740384,1015.433974847561,8.551657460218559,-4.216501060439033,4.409730492568597
1955-02-01,1955,2,25.93385273701436,80.81374595905173,1011.8442639802631,6.674738030684622,-2.521839744166324,3.6019537717301326
1955-03-01,1955,3,26.595501708984376,81.07290438286164,1012.3146780303031,6.387819602272727,-1.5624223188920454,3.3842107599431817
1955-04-01,1955,4,27.191558441558442,81.86370071308725,1011.7397836538462,6.228142371544471,-1.1773052704639924,3.5775349934895835
