ID,Name,Date,Time,Event,Status,Latitude,Longitude,Maximum Wind,Minimum Pressure,Low Wind NE,Low Wind SE,Low Wind SW,Low Wind NW,Moderate Wind NE,Moderate Wind SE,Moderate Wind SW,Moderate Wind NW,High Wind NE,High Wind SE,High Wind SW,High Wind NW,Date_c,Year,Month,Day,Duration
AL011951,            UNNAMED,19510102,1200,  , EX,30.5N,58.0W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-01-02,1951,1,2,10
AL011951,            UNNAMED,19510102,1800,  , EX,29.9N,56.8W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-01-02,1951,1,2,10
AL011951,            UNNAMED,19510103,0,  , EX,29.0N,55.7W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-01-03,1951,1,3,10
AL011951,            UNNAMED,19510103,600,  , EX,27.5N,54.8W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-01-03,1951,1,3,10
AL011951,            UNNAMED,19510103,1200,  , EX,26.5N,54.5W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-01-03,1951,1,3,10
AL011951,            UNNAMED,19510103,1800,  , EX,26.1N,55.2W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-01-03,1951,1,3,10
AL011951,            UNNAMED,19510104,0,  , EX,25.8N,56.1W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-01-04,1951,1,4,10
AL011951,            UNNAMED,19510104,600,  , EX,25.5N,57.0W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-01-04,1951,1,4,10
AL011951,            UNNAMED,19510104,1200,  , EX,25.1N,57.9W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-01-04,1951,1,4,10
AL011951,            UNNAMED,19510104,1800,  , TS,24.0N,58.9W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-01-04,1951,1,4,10
AL011951,            UNNAMED,19510105,0,  , TS,22.7N,60.0W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-01-05,1951,1,5,10
AL011951,            UNNAMED,19510105,600,  , TS,22.1N,60.7W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-01-05,1951,1,5,10
AL011951,            UNNAMED,19510105,1200,  , TS,21.7N,61.1W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-01-05,1951,1,5,10
AL011951,            UNNAMED,19510105,1800,  , TS,21.5N,61.3W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-01-05,1951,1,5,10
AL011951,            UNNAMED,19510106,0,  , TS,21.3N,61.5W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-01-06,1951,1,6,10
AL011951,            UNNAMED,19510106,600,  , TS,21.0N,61.7W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-01-06,1951,1,6,10
AL011951,            UNNAMED,19510106,1200,  , TS,20.7N,62.0W,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-01-06,1951,1,6,10
AL011951,            UNNAMED,19510106,1800,  , TS,20.3N,62.4W,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-01-06,1951,1,6,10
AL011951,            UNNAMED,19510107,0,  , TS,20.2N,62.9W,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-01-07,1951,1,7,10
AL011951,            UNNAMED,19510107,600,  , TS,20.2N,63.7W,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-01-07,1951,1,7,10
AL011951,            UNNAMED,19510107,1200,  , TS,20.6N,64.5W,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-01-07,1951,1,7,10
AL011951,            UNNAMED,19510107,1800,  , TS,21.0N,65.2W,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-01-07,1951,1,7,10
AL011951,            UNNAMED,19510108,0,  , TS,21.3N,65.8W,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-01-08,1951,1,8,10
AL011951,            UNNAMED,19510108,600,  , TS,21.6N,66.2W,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-01-08,1951,1,8,10
AL011951,            UNNAMED,19510108,1200,  , TS,21.9N,66.5W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-01-08,1951,1,8,10
AL011951,            UNNAMED,19510108,1800,  , TS,22.3N,66.5W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-01-08,1951,1,8,10
AL011951,            UNNAMED,19510109,0,  , TS,23.0N,66.1W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-01-09,1951,1,9,10
AL011951,            UNNAMED,19510109,600,  , TS,24.3N,65.5W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-01-09,1951,1,9,10
AL011951,            UNNAMED,19510109,1200,  , TS,26.0N,64.9W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-01-09,1951,1,9,10
AL011951,            UNNAMED,19510109,1800,  , TS,27.5N,64.2W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-01-09,1951,1,9,10
AL011951,            UNNAMED,19510110,0,  , EX,28.9N,63.4W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-01-10,1951,1,10,10
AL011951,            UNNAMED,19510110,600,  , EX,30.6N,62.1W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-01-10,1951,1,10,10
AL011951,            UNNAMED,19510110,1200,  , EX,32.6N,60.5W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-01-10,1951,1,10,10
AL011951,            UNNAMED,19510110,1800,  , EX,34.2N,58.8W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-01-10,1951,1,10,10
AL011951,            UNNAMED,19510111,0,  , EX,35.2N,57.2W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-01-11,1951,1,11,10
AL011951,            UNNAMED,19510111,600,  , EX,37.0N,55.5W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-01-11,1951,1,11,10
AL011951,            UNNAMED,19510111,1200,  , EX,39.0N,53.5W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-01-11,1951,1,11,10
AL011951,            UNNAMED,19510111,1800,  , EX,41.3N,50.7W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-01-11,1951,1,11,10
AL011951,            UNNAMED,19510112,0,  , EX,42.5N,48.0W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-01-12,1951,1,12,10
AL011951,            UNNAMED,19510112,600,  , EX,43.6N,45.0W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-01-12,1951,1,12,10
AL011951,            UNNAMED,19510112,1200,  , EX,44.7N,41.0W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-01-12,1951,1,12,10
AL021951,               ABLE,19510516,1200,  , TS,31.6N,73.8W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-05-16,1951,5,16,8
AL021951,               ABLE,19510516,1800,  , TS,30.6N,76.4W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-05-16,1951,5,16,8
AL021951,               ABLE,19510517,0,  , TS,29.4N,77.5W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-05-17,1951,5,17,8
AL021951,               ABLE,19510517,600,  , TS,28.8N,78.4W,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-05-17,1951,5,17,8
AL021951,               ABLE,19510517,1200,  , HU,28.2N,78.8W,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-05-17,1951,5,17,8
AL021951,               ABLE,19510517,1800,  , HU,27.5N,78.9W,70,983,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-05-17,1951,5,17,8
AL021951,               ABLE,19510518,0,  , HU,27.1N,78.6W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-05-18,1951,5,18,8
AL021951,               ABLE,19510518,600,  , HU,26.9N,78.3W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-05-18,1951,5,18,8
AL021951,               ABLE,19510518,1200, L, HU,27.0N,77.9W,75,982,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-05-18,1951,5,18,8
AL021951,               ABLE,19510518,1800,  , HU,27.2N,77.5W,70,985,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-05-18,1951,5,18,8
AL021951,               ABLE,19510519,0,  , HU,27.4N,77.2W,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-05-19,1951,5,19,8
AL021951,               ABLE,19510519,600,  , HU,27.7N,76.9W,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-05-19,1951,5,19,8
AL021951,               ABLE,19510519,1200,  , HU,28.1N,76.6W,75,982,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-05-19,1951,5,19,8
AL021951,               ABLE,19510519,1800,  , HU,28.7N,76.3W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-05-19,1951,5,19,8
AL021951,               ABLE,19510520,0,  , HU,29.5N,76.0W,75,980,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-05-20,1951,5,20,8
AL021951,               ABLE,19510520,600,  , HU,30.5N,75.7W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-05-20,1951,5,20,8
AL021951,               ABLE,19510520,1200,  , HU,31.4N,75.4W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-05-20,1951,5,20,8
AL021951,               ABLE,19510520,1800,  , HU,32.4N,75.2W,75,979,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-05-20,1951,5,20,8
AL021951,               ABLE,19510521,0,  , HU,33.5N,75.0W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-05-21,1951,5,21,8
AL021951,               ABLE,19510521,600,  , HU,34.7N,74.6W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-05-21,1951,5,21,8
AL021951,               ABLE,19510521,1200,  , HU,35.6N,74.2W,75,978,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-05-21,1951,5,21,8
AL021951,               ABLE,19510521,1800,  , HU,36.1N,73.8W,75,976,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-05-21,1951,5,21,8
AL021951,               ABLE,19510522,0,  , HU,36.3N,73.2W,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-05-22,1951,5,22,8
AL021951,               ABLE,19510522,600,  , HU,36.5N,72.3W,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-05-22,1951,5,22,8
AL021951,               ABLE,19510522,1200,  , HU,36.6N,71.1W,80,973,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-05-22,1951,5,22,8
AL021951,               ABLE,19510522,1800,  , HU,36.7N,69.9W,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-05-22,1951,5,22,8
AL021951,               ABLE,19510523,0,  , HU,36.8N,68.7W,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-05-23,1951,5,23,8
AL021951,               ABLE,19510523,600,  , HU,37.0N,67.0W,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-05-23,1951,5,23,8
AL021951,               ABLE,19510523,1200,  , HU,37.3N,65.0W,75,984,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-05-23,1951,5,23,8
AL021951,               ABLE,19510523,1800,  , HU,37.6N,63.5W,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-05-23,1951,5,23,8
AL021951,               ABLE,19510524,0,  , TS,38.0N,62.2W,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-05-24,1951,5,24,8
AL021951,               ABLE,19510524,600,  , TS,38.7N,61.2W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-05-24,1951,5,24,8
AL021951,               ABLE,19510524,1200,  , TS,39.7N,60.0W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-05-24,1951,5,24,8
AL021951,               ABLE,19510524,1800,  , TS,40.5N,58.7W,35,994,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-05-24,1951,5,24,8
AL031951,              BAKER,19510802,1200,  , TS,21.8N,53.9W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-02,1951,8,2,3
AL031951,              BAKER,19510802,1800,  , TS,22.7N,54.9W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-02,1951,8,2,3
AL031951,              BAKER,19510803,0,  , TS,23.7N,55.9W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-03,1951,8,3,3
AL031951,              BAKER,19510803,600,  , TS,25.0N,56.9W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-03,1951,8,3,3
AL031951,              BAKER,19510803,1200,  , TS,26.4N,57.9W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-03,1951,8,3,3
AL031951,              BAKER,19510803,1800,  , TS,27.7N,58.9W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-03,1951,8,3,3
AL031951,              BAKER,19510804,0,  , TS,29.0N,59.8W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-04,1951,8,4,3
AL031951,              BAKER,19510804,600,  , TS,30.4N,60.5W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-04,1951,8,4,3
AL031951,              BAKER,19510804,1200,  , TS,31.9N,60.8W,45,999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-04,1951,8,4,3
AL031951,              BAKER,19510804,1800,  , TS,33.6N,60.9W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-04,1951,8,4,3
AL031951,              BAKER,19510805,0,  , TS,35.3N,60.0W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-05,1951,8,5,3
AL031951,              BAKER,19510805,600,  , TS,37.0N,58.8W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-05,1951,8,5,3
AL031951,              BAKER,19510805,1200,  , TS,38.8N,57.5W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-05,1951,8,5,3
AL031951,              BAKER,19510805,1800,  , TS,40.6N,56.1W,50,996,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-05,1951,8,5,3
AL041951,            CHARLIE,19510814,0,  , TS,13.0N,50.8W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-14,1951,8,14,9
AL041951,            CHARLIE,19510814,600,  , TS,13.2N,51.6W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-14,1951,8,14,9
AL041951,            CHARLIE,19510814,1200,  , TS,13.4N,52.4W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-14,1951,8,14,9
AL041951,            CHARLIE,19510814,1800,  , TS,13.6N,53.6W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-14,1951,8,14,9
AL041951,            CHARLIE,19510815,0,  , TS,13.8N,55.3W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-15,1951,8,15,9
AL041951,            CHARLIE,19510815,600,  , TS,14.1N,57.1W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-15,1951,8,15,9
AL041951,            CHARLIE,19510815,1200,  , TS,14.4N,58.9W,55,999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-15,1951,8,15,9
AL041951,            CHARLIE,19510815,1800,  , TS,14.8N,60.7W,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-15,1951,8,15,9
AL041951,            CHARLIE,19510816,0,  , TS,15.2N,62.6W,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-16,1951,8,16,9
AL041951,            CHARLIE,19510816,600,  , HU,15.6N,64.6W,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-16,1951,8,16,9
AL041951,            CHARLIE,19510816,1200,  , HU,15.9N,66.7W,65,992,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-16,1951,8,16,9
AL041951,            CHARLIE,19510816,1800,  , HU,16.2N,68.6W,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-16,1951,8,16,9
AL041951,            CHARLIE,19510817,0,  , HU,16.3N,70.2W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-17,1951,8,17,9
AL041951,            CHARLIE,19510817,600,  , HU,16.4N,71.7W,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-17,1951,8,17,9
AL041951,            CHARLIE,19510817,1200,  , HU,16.6N,73.1W,85,978,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-17,1951,8,17,9
AL041951,            CHARLIE,19510817,1800,  , HU,17.1N,74.6W,95,971,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-17,1951,8,17,9
AL041951,            CHARLIE,19510818,0,  , HU,17.6N,76.2W,110,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-18,1951,8,18,9
AL041951,            CHARLIE,19510818,300, L, HU,17.9N,76.9W,110,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-18,1951,8,18,9
AL041951,            CHARLIE,19510818,600,  , HU,18.1N,77.8W,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-18,1951,8,18,9
AL041951,            CHARLIE,19510818,1200,  , HU,18.3N,79.4W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-18,1951,8,18,9
AL041951,            CHARLIE,19510818,1800,  , HU,18.6N,80.9W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-18,1951,8,18,9
AL041951,            CHARLIE,19510819,0,  , HU,18.9N,82.2W,80,982,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-19,1951,8,19,9
AL041951,            CHARLIE,19510819,600,  , HU,19.2N,83.4W,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-19,1951,8,19,9
AL041951,            CHARLIE,19510819,1200,  , HU,19.4N,84.5W,85,976,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-19,1951,8,19,9
AL041951,            CHARLIE,19510819,1800,  , HU,19.8N,85.6W,100,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-19,1951,8,19,9
AL041951,            CHARLIE,19510820,0,  , HU,20.2N,86.7W,115,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-20,1951,8,20,9
AL041951,            CHARLIE,19510820,200, L, HU,20.3N,87.0W,115,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-20,1951,8,20,9
AL041951,            CHARLIE,19510820,300, L, HU,20.4N,87.3W,115,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-20,1951,8,20,9
AL041951,            CHARLIE,19510820,600,  , HU,20.6N,87.9W,90,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-20,1951,8,20,9
AL041951,            CHARLIE,19510820,1200,  , HU,21.0N,89.2W,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-20,1951,8,20,9
AL041951,            CHARLIE,19510820,1800,  , HU,21.4N,90.4W,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-20,1951,8,20,9
AL041951,            CHARLIE,19510821,0,  , HU,21.6N,91.6W,65,989,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-21,1951,8,21,9
AL041951,            CHARLIE,19510821,600,  , HU,21.6N,92.7W,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-21,1951,8,21,9
AL041951,            CHARLIE,19510821,1200,  , HU,21.6N,93.7W,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-21,1951,8,21,9
AL041951,            CHARLIE,19510821,1800,  , HU,21.6N,94.3W,65,988,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-21,1951,8,21,9
AL041951,            CHARLIE,19510822,0,  , HU,21.7N,94.9W,70,982,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-22,1951,8,22,9
AL041951,            CHARLIE,19510822,600,  , HU,21.9N,95.7W,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-22,1951,8,22,9
AL041951,            CHARLIE,19510822,1200,  , HU,22.1N,96.6W,85,972,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-22,1951,8,22,9
AL041951,            CHARLIE,19510822,1800,  , HU,22.2N,97.5W,100,968,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-22,1951,8,22,9
AL041951,            CHARLIE,19510822,1900, L, HU,22.3N,97.8W,100,968,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-22,1951,8,22,9
AL041951,            CHARLIE,19510823,0,  , HU,22.3N,98.2W,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-23,1951,8,23,9
AL041951,            CHARLIE,19510823,600,  , TS,22.4N,98.8W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-23,1951,8,23,9
AL041951,            CHARLIE,19510823,1200,  , TS,22.4N,99.4W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-23,1951,8,23,9
AL051951,                DOG,19510831,0,  , TS,13.4N,46.1W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-31,1951,8,31,5
AL051951,                DOG,19510831,600,  , TS,13.6N,47.7W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-31,1951,8,31,5
AL051951,                DOG,19510831,1200,  , TS,13.7N,49.4W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-31,1951,8,31,5
AL051951,                DOG,19510831,1800,  , TS,13.8N,51.1W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-08-31,1951,8,31,5
AL051951,                DOG,19510901,0,  , TS,13.9N,52.8W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-09-01,1951,9,1,5
AL051951,                DOG,19510901,600,  , TS,14.0N,54.4W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-09-01,1951,9,1,5
AL051951,                DOG,19510901,1200,  , TS,14.1N,56.0W,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-09-01,1951,9,1,5
AL051951,                DOG,19510901,1800,  , TS,14.1N,57.3W,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-09-01,1951,9,1,5
AL051951,                DOG,19510902,0,  , HU,14.1N,58.4W,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-09-02,1951,9,2,5
AL051951,                DOG,19510902,600,  , HU,14.1N,59.7W,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-09-02,1951,9,2,5
AL051951,                DOG,19510902,1200,  , HU,14.2N,61.1W,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-09-02,1951,9,2,5
AL051951,                DOG,19510902,1800,  , HU,14.2N,62.7W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-09-02,1951,9,2,5
AL051951,                DOG,19510903,0,  , HU,14.3N,64.3W,70,992,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-09-03,1951,9,3,5
AL051951,                DOG,19510903,600,  , HU,14.4N,65.8W,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-09-03,1951,9,3,5
AL051951,                DOG,19510903,1200,  , HU,14.6N,67.4W,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-09-03,1951,9,3,5
AL051951,                DOG,19510903,1800,  , HU,14.8N,69.4W,70,993,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-09-03,1951,9,3,5
AL051951,                DOG,19510904,0,  , HU,15.0N,71.4W,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-09-04,1951,9,4,5
AL051951,                DOG,19510904,600,  , TS,15.1N,73.0W,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-09-04,1951,9,4,5
AL051951,                DOG,19510904,1200,  , TS,15.1N,74.2W,45,1004,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-09-04,1951,9,4,5
AL051951,                DOG,19510904,1800,  , TS,15.2N,75.3W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-09-04,1951,9,4,5
AL051951,                DOG,19510905,0,  , TS,15.4N,76.4W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1951-09-05,1951,9,5,5
